Version v1.0
width	height	pixel	centerx	centery	bbox_xini	bbox_yini	bbox_xend	bbox_yend
offsetx	offsety	angle	weight	confidence	intensity	slope	band_width	ridge_intensity	curvature	contrast	mxp_flag	EigenRatio	NeighborContinuity	NeighborOrientation	NeighborParalism	ClfLabel
375.995239258	203.240539551	1.59306878928	1.0	0.0	0.576412260532	0.000474840402603	0.0	0.0205626785755	0.00517231479978	0.0126436097984	0.0	-0.109400295727	0.996925739815	0.99994861167	0.999981931904	1.0
376.991790771	203.267852783	1.60282651422	1.0	0.0	0.574779450893	0.000494748353958	0.0	0.0203761868179	0.00421826050024	0.0117970657713	0.0	-0.221313429095	0.996451679466	0.99995239378	0.999986849657	1.0
377.987579346	203.304199219	1.61225392943	1.0	0.0	0.573682010174	0.000518262386322	0.0	0.0202754419297	0.00358926047649	0.00547854670065	0.0	-0.488312952567	0.996451679466	0.99995556225	0.999990081983	1.0
378.983703613	203.348205566	1.6181515597	1.0	0.0	0.572775006294	0.000535279512405	0.0	0.0202130246907	0.00280806978446	0.00556408992558	16.0	-0.865770555822	0.997095839868	0.999982609029	0.999996378566	1.0
379.982940674	203.393920898	1.61533356959	1.0	0.0	0.571551978588	0.000541120767593	0.0	0.0201405528933	0.0020346103028	0.0104296070454	0.0	-0.803779406951	1.00439828631	0.999931698927	0.999989245022	1.0
380.986633301	203.431564331	1.60364581096	1.0	0.0	0.569656014442	0.000544786453247	0.0	0.0200467761606	0.00139933469143	0.0180066415264	0.0	-0.671350364068	1.00507004543	0.999929385173	0.999975149757	1.0
381.991394043	203.456497192	1.59176173267	1.0	0.0	0.567139983177	0.000546365976334	0.0	0.0199482925236	0.000926948069425	0.025665902195	0.0	-0.763505220336	1.00507004543	0.999929385173	0.999967680571	1.0
382.992370605	203.47505188	1.5894354131	1.0	0.0	0.564401447773	0.000540941953659	0.0	0.0198455285281	0.000146318926358	0.0239321803314	0.0	-0.685277839328	0.995590397087	0.999954205014	0.999991725674	1.0
383.987670898	203.499084473	1.59900571457	1.0	0.0	0.561799049377	0.000524431467056	0.0	0.0197216849774	0.000494887480452	0.0201506816532	0.0	-0.524012544437	1.03565085335	0.999868023035	0.999931582243	1.0
385.022766113	203.533004761	1.61525255228	1.0	0.0	0.559300541878	0.000603705644608	0.0	0.0195743758231	0.00213735207621	0.0215249652327	0.0	-0.588875586688	1.03565085335	0.999868023035	0.999989652864	1.0
386.02456665	203.590026855	1.62657123186	1.0	0.0	0.557000756264	0.000471979379654	0.0	0.0194158181548	0.00334168441096	0.0273773075357	0.0	-0.613076159752	1.00342206231	0.99993594443	0.999923095791	1.0
387.019958496	203.649124146	1.62449419798	1.0	0.0	0.554749250412	0.000352174043655	0.0	0.0192868169397	0.00447695223459	0.0367741675839	0.0	-0.59036560914	0.99309754583	0.999865460719	0.999959764343	1.0
388.011993408	203.695053101	1.60809039977	1.0	0.0	0.552530646324	0.000283986330032	0.0	0.0191922113299	0.00543860134089	0.0457342838794	0.0	-0.53941813467	0.992451813849	0.999714103658	0.999952971189	1.0
389.004180908	203.717956543	1.58417764309	1.0	0.0	0.550397932529	0.000274181365967	0.0	0.0191051699221	0.00620708042405	0.0494809922386	0.0	-0.423651194186	0.992451813849	0.999714103658	0.999898977291	1.0
389.998077393	203.717041016	1.56260688932	1.0	0.0	0.548465311527	0.000303387641907	0.0	0.0189923867583	0.00674438293742	0.0494809922386	0.0	-0.660872028062	0.993896906668	0.999767360312	0.999897721487	1.0
390.994598389	203.699707031	1.55116470792	1.0	0.0	0.546849131584	0.000358372926712	0.0	0.0188504736871	0.00704509175975	0.0445280541632	0.0	-0.419370728905	0.996671742604	0.999934538957	0.99995764985	1.0
391.994689941	203.678146362	1.55247566391	1.0	0.0	0.545561552048	0.000419348478317	0.0	0.0187084898353	0.00685419472119	0.0377562308318	0.0	-0.147432584754	1.00345195756	0.999943602381	0.999981625947	1.0
392.998046875	203.664337158	1.56309622409	1.0	0.0	0.544448554516	0.00045058131218	0.0	0.0185906998813	0.00689929142098	0.0344405035612	0.0	0.170745299044	1.00384541957	0.999939422869	0.999989609923	1.0
394.00189209	203.663696289	1.57410328934	1.0	0.0	0.543256044388	0.000435203313828	0.0	0.0184882748872	0.00774175205107	0.0304883553235	0.0	-0.100584796175	1.00384541957	0.999939422869	0.99997506638	1.0
395.002441406	203.670089722	1.57525160195	1.0	0.0	0.541795194149	0.000390738248825	0.0	0.0183711647987	0.00887972936061	0.0356279556722	0.0	-0.144583804128	0.995515279988	0.999903926124	0.999969959614	1.0
395.997955322	203.668441772	1.56138975402	1.0	0.0	0.540049016476	0.000356763601303	0.0	0.0182247497141	0.01024223076	0.0356279556722	0.0	0.166254879537	0.990934915111	0.99967140984	0.999947164517	1.0
396.988586426	203.64390564	1.53575352353	1.0	0.0	0.538147568703	0.000363349914551	0.0	0.0180650316179	0.0117274778262	0.0400575780152	0.0	-0.19045988198	0.988377206199	0.999609614282	0.999882090552	1.0
397.975463867	203.589477539	1.50781032683	1.0	0.0	0.536269187927	0.000440329313278	0.0	0.0179082322866	0.013277307522	0.0399788867109	0.0	-0.266823387	0.988377206199	0.999609614282	0.999798941045	1.0
398.96182251	203.507568359	1.48703257536	1.0	0.0	0.534540176392	0.000610738992691	0.0	0.0177336409688	0.0149194558829	0.0369329333363	0.0	-0.266054071032	1.08489531718	0.999784150288	0.999802679771	1.0
400.042785645	203.415283203	1.47650309319	1.0	0.0	0.532892167568	0.000579297542572	0.0	0.0174454692751	0.0179086030374	0.0167303137223	0.0	-0.28442584824	1.08489531718	0.999944565515	0.999996392248	1.0
401.034210205	203.319824219	1.47212138884	1.0	0.0	0.531686902046	0.000602304935455	0.0	0.0171096175909	0.019272569958	0.0150331503102	0.0	-0.329055967649	0.995948416487	0.999950115237	0.999965583554	1.0
402.025146484	203.220031738	1.46213287765	1.0	0.0	0.530921518803	0.000542193651199	0.0	0.0167602673173	0.0207766858712	0.00968691937606	0.0	-0.338151917763	0.995598930589	0.999742325208	0.999884138349	1.0
403.014038086	203.104660034	1.43943107776	1.0	0.0	0.530698120594	0.000421047210693	0.0	0.0165007524192	0.0222019791762	0.00124606521933	0.0	-0.276869045971	0.989955445976	0.9994288814	0.999815323062	1.0
403.993469238	202.960693359	1.40563246918	1.0	0.0	0.530365824699	0.000128298997879	0.0	0.0162660256028	0.0228572534646	0.0540113702707	0.0	-0.20875405362	0.979410592788	0.999336647449	0.999867106816	1.0
404.956115723	202.780258179	1.36920649208	1.0	0.0	0.528379738331	0.000199735164642	0.0	0.015767885372	0.0231465329634	0.045769162106	0.0	-0.183926063517	0.970225075864	0.999336647449	0.999797542473	1.0
405.901306152	202.561279297	1.33932899197	1.0	0.0	0.526567041874	0.000487506389618	0.0	0.0153785804287	0.0232308947375	0.0343068457298	0.0	-0.203124599113	1.20743060944	0.999553700695	0.999660178249	1.0
407.072509766	202.267730713	1.31220636704	1.0	0.0	0.525218427181	0.000601887702942	0.0	0.0150812445208	0.0230485564611	0.00979989520999	0.0	-0.254195352758	1.20743060944	0.999632204156	0.999897035658	1.0
408.005279541	202.018722534	1.29557380073	1.0	0.0	0.525282740593	0.000416547060013	0.0	0.0150386802852	0.0242921257554	0.00740584841888	0.0	-0.286319935447	0.95949309862	0.999861682058	0.999981536692	1.0
408.926605225	201.750793457	1.28171681295	1.0	0.0	0.52349293232	0.000283420085907	0.0	0.0146053545177	0.0241246778113	0.0349908757266	0.0	-0.279534688489	1.25201028101	0.999817009289	0.999969733999	1.0
410.121002197	201.375366211	1.26258588031	1.0	0.0	0.523190498352	0.000674813985825	0.0	0.0143813835457	0.0244346663861	0.00655128028444	0.0	-0.215055491393	1.25201028101	0.999817009289	0.999797486932	1.0
411.03012085	201.08895874	1.24547478281	1.0	0.0	0.524423003197	0.00063294172287	0.0	0.014407957904	0.024868495671	0.00736894844693	0.0	-0.150117331228	0.94344065123	0.999702100561	0.999875141554	1.0
411.921447754	200.77973938	1.22106518507	1.0	0.0	0.523534595966	0.0002101957798	0.0	0.0140090957284	0.0260729834784	0.0377696059445	0.0	-0.102463264237	1.30030496454	0.998776011723	0.999849920789	1.0
413.128082275	200.295150757	1.17158310651	1.0	0.0	0.521623790264	0.000701904296875	0.0	0.0134928850457	0.0278854964163	0.00899013152792	0.0	-0.0850934659512	1.30030496454	0.998776011723	0.999483015264	1.0
413.967590332	199.930130005	1.13299361945	1.0	0.0	0.52035844326	5.60879707336e-05	0.0	0.013197908178	0.0289203768459	0.0559574194045	0.0	-0.100530503169	1.35229993527	0.998949755895	0.999940252841	1.0
415.165710449	199.30305481	1.0871585239	1.0	0.0	0.515505969524	0.000812649726868	0.0	0.0123344724998	0.0281872619972	0.0139674092688	0.0	-0.147734733404	1.35229993527	0.998949755895	0.99901556883	1.0
415.948822021	198.904006958	1.07517833785	1.0	0.0	0.513720989227	8.78572463989e-05	0.0	0.0118514187634	0.028313460509	0.0369754981678	0.0	-0.17196317591	1.3623015585	0.9999181153	0.999923543472	1.0
417.136474609	198.236663818	1.06238100864	1.0	0.0	0.510399162769	0.000811994075775	0.0	0.0108926836401	0.0264686009491	0.00433948179242	0.0	-0.150397146833	1.3623015585	0.99987121207	0.999616565597	1.0
417.900543213	197.82244873	1.04633166631	1.0	0.0	0.509196996689	4.19914722443e-05	0.0	0.0103190513328	0.0264392643269	0.0265832624998	0.0	-0.100974566688	1.37178523661	0.998045334534	0.999757850787	1.0
419.059143066	197.087982178	0.983796834671	1.0	0.0	0.507059156895	0.000613838434219	0.0	0.0096857752651	0.025651468011	0.0101310080773	0.0	-0.0252729107876	1.41004681122	0.998045334534	0.99917886897	1.0
420.189056396	196.24446106	0.925207920488	1.0	0.0	0.502810716629	0.000908732414246	0.0	0.00921520125121	0.023868668227	0.00762519523929	0.0	-0.0127698506054	1.41541895063	0.998284160476	0.998527145622	1.0
421.296325684	195.36277771	0.909003167961	1.0	0.0	0.497791022062	0.000943601131439	0.0	0.0087025873363	0.0249531843723	0.0108810896472	0.0	-0.0378545262014	1.41829402187	0.999868705871	0.999638944889	1.0
422.404083252	194.477096558	0.903497123759	1.0	0.0	0.492723852396	0.000888407230377	0.0	0.00803853757679	0.0274382310986	0.0171396152616	0.0	-0.0589877568675	1.41829402187	0.999984841777	0.996741207451	1.0
423.041015625	194.051452637	0.900929822462	1.0	0.0	0.490959435701	0.000399574637413	0.0	0.0076363151893	0.0330308402443	0.00900483513933	0.0	-0.0618262282052	1.4135445183	0.999240083177	0.996945015765	1.0
424.119628906	193.137832642	0.861942309384	1.0	0.0	0.486416816711	0.000469565391541	0.0	0.00712662981823	0.0368061043819	0.00469552857198	0.0	-0.0209797029097	1.42470065262	0.998359908879	0.999458778889	1.0
425.158843994	192.163253784	0.804661603489	1.0	0.0	0.482037872076	0.000432074069977	0.0	0.00680361920968	0.0425986101041	0.00695865145984	0.0	0.0333251427808	1.42950710272	0.996778628398	0.999011887368	1.0
426.122406006	191.107299805	0.724373339979	1.0	0.0	0.477227479219	0.000290021300316	0.0	0.00653919158503	0.0489085851827	0.017779427364	0.0	0.0688525925255	1.42950710272	0.99633332832	0.997889469743	1.0
426.97567749	189.981918335	0.638712209705	1.0	0.0	0.471988618374	2.67922878265e-05	0.0	0.00631060218439	0.0521388483667	0.0145848683523	0.0	0.0887617258545	1.41228739229	0.99633332832	0.997140601345	1.0
427.404754639	189.268203735	0.601967271866	1.0	0.0	0.468044668436	0.000420391559601	0.0	0.0061373882927	-1.0	0.00773363186045	0.0	0.0978326249798	1.39429354062	0.998536756421	0.995258508518	1.0
428.147064209	188.087936401	0.547863657108	1.0	0.0	0.462956130505	0.000375345349312	0.0	0.00582342222333	-1.0	0.0065840248251	0.0	0.115642728228	1.39429354062	0.997511387697	0.999178187212	1.0
428.79901123	186.89276123	0.477299570114	1.0	0.0	0.4579872787	-8.52197408676e-05	0.0	0.0053978045471	-1.0	0.0160617804681	0.0	0.132355363419	1.36142521189	0.997511387697	0.998824325234	1.0
429.126434326	186.054763794	0.411457891339	1.0	0.0	0.455358833075	0.000277504324913	0.0	0.0052434313111	-1.0	0.011581493329	0.0	0.147459417368	0.899691939798	0.99783321961	0.99451162756	1.0
429.427368164	185.157623291	0.349342707304	1.0	0.0	0.452881217003	0.000342488288879	0.0	0.00522781908512	-1.0	0.00488175437005	0.0	0.163210482143	1.27378014251	0.998071472145	0.99614669489	1.0
429.84262085	183.953430176	0.29454367467	1.0	0.0	0.451490849257	4.77880239487e-05	0.0	0.00543146533892	-1.0	0.0140503663799	0.0	0.171560224677	1.27378014251	0.998498908707	0.999850823957	1.0
430.100250244	183.028839111	0.275874267175	1.0	0.0	0.451158642769	0.0	0.0	0.00569674279541	-1.0	0.00723606726536	0.0	0.168068571618	0.959813285036	0.999825731674	0.999740200691	1.0
80	1
685.973022461	203.433197021	1.63571997276	1.0	0.0	0.603606462479	0.000623255968094	0.0	0.0217521972954	-1.0	0.014812436635	0.0	-0.397378613169	0.994225197089	0.999928526412	0.999974740392	1.0
684.98059082	203.373504639	1.62376384971	1.0	0.0	0.604061841965	0.000664979219437	0.0	0.0219054445624	-1.0	0.00952641219027	0.0	-0.623948866486	0.994129564613	0.999875246326	0.999965747377	1.0
683.987487793	203.328338623	1.60796788387	1.0	0.0	0.604468584061	0.000683486461639	0.0	0.0219645481557	-1.0	0.00668518020045	16.0	-0.827431816772	0.994129564613	0.999875246326	0.999971731305	1.0
682.992919922	203.299545288	1.59230611219	1.0	0.0	0.60427570343	0.000694066286087	0.0	0.0219007078558	-1.0	0.0121762429373	0.0	-0.468882240676	0.994984575843	0.999877356961	0.999966141618	1.0
681.996276855	203.284317017	1.58171251073	1.0	0.0	0.603366911411	0.000702708959579	0.0	0.0217641014606	-1.0	0.00886742351117	0.0	-0.459488841664	0.996759400877	0.999943888329	0.999980584822	1.0
680.997314453	203.275268555	1.57952185453	1.0	0.0	0.60222697258	0.000707805156708	0.0	0.0216550938785	-1.0	0.00364372055859	0.0	-0.0950744753391	0.999003381012	0.999986871919	0.999995742153	1.0
679.996520996	203.264328003	1.58464593676	1.0	0.0	0.601538896561	0.000705301761627	0.0	0.0216660965234	-1.0	0.00961633196649	0.0	0.0640445808628	1.0014349541	0.99997099884	0.999992108949	1.0
678.995239258	203.246810913	1.59226188061	1.0	0.0	0.601582884789	0.000693559646606	0.0	0.0218285359442	-1.0	0.0100171294927	0.0	-0.382619458507	1.0014349541	0.99997099884	0.999993363292	1.0
677.994812012	203.22315979	1.59664615932	1.0	0.0	0.601997196674	0.000674903392792	0.0	0.0220943447202	0.00387605525839	0.0025787577711	0.0	-0.776024087786	1.00070677531	0.999990389065	0.999997643238	1.0
676.995666504	203.19833374	1.59464787028	1.0	0.0	0.602038681507	0.000656217336655	0.0	0.0223677717149	0.00440393670404	0.00570484405196	0.0	-0.403580497439	0.998732470247	0.999975519597	0.999995428144	1.0
675.997131348	203.178482056	1.58765065612	1.0	0.0	0.601045191288	0.000642389059067	0.0	0.0225623697042	0.00499598230821	0.0111801534639	0.0	-0.247748738395	0.998540579847	0.99996346969	0.999992106232	1.0
674.998657227	203.16696167	1.57910307963	1.0	0.0	0.598792850971	0.000633090734482	0.0	0.0226392149925	0.0055507804404	0.0150401958299	0.0	-0.152091309745	0.998540579847	0.99996127156	0.999985865588	1.0
674.0	203.164382935	1.57030209219	1.0	0.0	0.595575749874	0.000623852014542	0.0	0.0226087085903	0.00604639102887	0.0150401958299	0.0	0.0168531823472	0.998255413592	0.999946978311	0.999983614773	1.0
673.00177002	203.171508789	1.56000431011	1.0	0.0	0.59200835228	0.000617563724518	0.0	0.0225080661476	0.00640349265784	0.0129785774222	0.0	-0.425769033974	0.99760852256	0.999923570921	0.999977927827	1.0
672.004333496	203.190032959	1.54764064943	1.0	0.0	0.588718533516	0.000619143247604	0.0	0.0223799236119	0.00632279924702	0.00786426066404	16.0	-0.882293309957	0.997105063259	0.999923570921	0.999969754413	1.0
671.00769043	203.22038269	1.53557793125	1.0	0.0	0.586136341095	0.000630289316177	0.0	0.0222562775016	0.00615239631959	0.00501402845487	0.0	-0.796062391859	0.997105063259	0.999927246297	0.999973450872	1.0
670.011108398	203.259994507	1.52770099194	1.0	0.0	0.584437966347	0.000644594430923	0.0	0.0221454538405	0.00541369700585	0.0102054469963	0.0	-0.636093317796	0.99736896009	0.999968977074	0.999989837338	1.0
669.013427734	203.303878784	1.52585145277	1.0	0.0	0.58356076479	0.000656574964523	0.0	0.0220358781517	0.00443509100592	0.0170918483236	0.0	-0.445777908261	0.998645351007	0.999997878553	0.999999627938	1.0
668.014282227	203.347290039	1.52791128186	1.0	0.0	0.583225905895	0.000664085149765	0.0	0.0219088215381	0.00349139114095	0.0187605128726	0.0	-0.219151529352	1.00024350991	0.999997878553	0.999998839014	1.0
667.014892578	203.38861084	1.52936222316	1.0	0.0	0.58300101757	0.000665932893753	0.0	0.0217451471835	0.00275992441239	0.0188619850516	0.0	-0.031993532441	0.999041611841	0.999997594246	0.999998330394	1.0
666.016723633	203.430358887	1.52716870761	1.0	0.0	0.58244407177	0.000657111406326	0.0	0.0215319115669	0.0022159966309	0.0195809678014	0.0	0.0363576083678	0.997763871281	0.999988983812	0.999997519342	1.0
665.020019531	203.476333618	1.52247483754	1.0	0.0	0.581294238567	0.000629931688309	0.0	0.0212733279914	0.00169937182878	0.0214205181156	0.0	0.0110044493514	1.04935416141	0.999988983812	0.999970473905	1.0
663.971679688	203.522460938	1.51913977805	1.0	0.0	0.579469740391	0.000743538141251	0.0	0.0209867265075	0.000812818931341	0.0317873856944	0.0	-0.0651478579742	1.04935416141	0.999994438694	0.999986447566	1.0
662.975463867	203.57875061	1.51955909177	1.0	0.0	0.577371478081	0.000605016946793	0.0	0.020689887926	0.000223826806054	0.0338773349986	0.0	-0.109712576476	0.997240852172	0.99999591969	0.999988542693	1.0
661.979614258	203.631408691	1.52241577275	1.0	0.0	0.575048625469	0.000501722097397	0.0	0.020382784307	0.00127036945831	0.035861696321	0.0	-0.0702855100589	0.997240852172	0.99999591969	0.999996474889	1.0
660.982727051	203.680603027	1.52414360614	1.0	0.0	0.572425365448	0.00042325258255	0.0	0.0200272146612	0.00218256542353	0.0377280531407	0.0	-0.016939486191	0.998100288636	0.999998077471	0.999999569971	1.0
659.984802246	203.729751587	1.52218272378	1.0	0.0	0.569403409958	0.000357031822205	0.0	0.0195919796824	0.00293825052397	0.0390217798504	0.0	-0.0690721424791	0.9990983255	0.999992541132	0.999996727602	1.0
658.987060547	203.781799316	1.51832037291	1.0	0.0	0.566147267818	0.000301659107208	0.0	0.0190951544791	0.00359972278325	0.0427374698494	0.0	-0.278744438455	0.997925024871	0.999992541132	0.99999385858	1.0
657.990539551	203.834716797	1.5184059719	1.0	0.0	0.56310904026	0.000265628099442	0.0	0.0186083633453	0.00417951296718	0.0473747037992	0.0	-0.535888739339	0.997069130387	0.999957168731	0.999992825675	1.0
656.994567871	203.881484985	1.52766141085	1.0	0.0	0.560687124729	0.000249356031418	0.0	0.0182209853083	0.00436031374265	0.0481483151903	0.0	-0.62939695901	0.997069130387	0.999834200645	0.999973456774	1.0
655.997741699	203.913604736	1.54587151444	1.0	0.0	0.558857440948	0.000241696834564	0.0	0.0179987121373	0.00477617577147	0.0487139658684	0.0	-0.338750757969	0.997343519349	0.999819774283	0.999940333242	1.0
654.999572754	203.92666626	1.56485735814	1.0	0.0	0.557189404964	0.000230848789215	0.0	0.01793990843	0.00463094213152	0.0464693827033	0.0	0.148830193294	0.998254399525	0.999819774283	0.999929907132	1.0
654.00012207	203.926681519	1.57286080098	1.0	0.0	0.555280864239	0.000216513872147	0.0	0.0179595537484	0.00429553598596	0.0464693827033	0.0	-0.0619439809038	0.999450684117	0.999967972622	0.999982454933	1.0
652.999633789	203.92791748	1.56624633369	1.0	0.0	0.553128898144	0.000204771757126	0.0	0.0179475024343	0.00423985161208	0.0457162594295	0.0	0.155976716799	1.00081450117	0.999909183704	0.999986376317	1.0
651.998901367	203.940734863	1.55276911809	1.0	0.0	0.551038682461	0.000198870897293	0.0	0.0178340822458	0.0048461271009	0.0464308069682	0.0	-0.207503536713	1.00081450117	0.999909183704	0.99996590862	1.0
650.999023438	203.964813232	1.54358559612	1.0	0.0	0.549215078354	0.00019958615303	0.0	0.0175972115248	0.00615507028295	0.0458205030937	0.0	-0.111843294391	0.999606191946	0.999957831758	0.999981702154	1.0
649.999755859	203.990829468	1.54654325788	1.0	0.0	0.54742026329	0.000206470489502	0.0	0.0172590371221	0.00791274962013	0.044521225203	0.0	0.147840699259	0.999606191946	0.999879013289	0.999982723773	1.0
649.000061035	204.005401611	1.5620989096	1.0	0.0	0.544968008995	0.000220000743866	0.0	0.0168679207563	0.00989860756303	0.00716647886882	0.0	0.0984966369738	0.999801024446	0.999814828012	0.999953173268	1.0
648.0	204.000457764	1.5813435298	1.0	0.0	0.541691064835	0.000205188989639	0.0	0.0165519379079	0.0110413022038	0.0164850852065	0.0	-0.172716627763	0.999732861734	0.999814828012	0.999906964063	1.0
647.000488281	203.979431152	1.59524684889	1.0	0.0	0.537515103817	0.000173330307007	0.0	0.016292558983	0.012765309746	0.042320603919	0.0	-0.790648904641	0.999212312725	0.999903350416	0.99994501634	1.0
646.00177002	203.948013306	1.60539093159	1.0	0.0	0.533058404922	0.000127613544464	0.0	0.0160865522921	0.0144188967286	0.0432506891912	0.0	-0.478874372889	0.998193195019	0.999903139564	0.999975519178	1.0
645.004516602	203.904708862	1.6193094085	1.0	0.0	0.52874392271	7.28964805603e-05	0.0	0.0158898364753	0.0158114429152	0.0459236038634	0.0	-0.443294298597	0.995837701165	0.999769402509	0.999961264027	1.0
644.010620117	203.842559814	1.6407852719	1.0	0.0	0.524601221085	2.37822532654e-05	0.0	0.0156476348639	0.016663529701	0.045506199024	0.0	-0.580333982881	0.992278103799	0.999673670374	0.99990289115	1.0
643.022155762	203.755645752	1.66633316325	1.0	0.0	0.520439684391	6.34789466858e-06	0.0	0.0153225390241	0.0169155369651	0.0413244602391	0.0	-0.64809333057	0.989858025655	0.999673670374	0.999843113513	1.0
642.038635254	203.643814087	1.68879896696	1.0	0.0	0.516155600548	4.9501657486e-05	0.0	0.0149105954915	0.0168901083772	0.0363224253696	0.0	-0.626131845762	1.12434435251	0.999747654446	0.99984367091	1.0
640.925170898	203.48777771	1.70579108677	1.0	0.0	0.511280417442	0.000242203474045	0.0	0.0143822412938	0.0160319966269	0.0178319258352	0.0	-0.563778555946	1.12434435251	0.999855637406	0.999774723588	1.0
639.944946289	203.346313477	1.71480968441	1.0	0.0	0.507216274738	0.00032651424408	0.0	0.0139181222767	0.0158685601407	0.0106491316139	0.0	-0.523482289644	0.988277695972	0.999959332724	0.999965273934	1.0
638.967346191	203.201431274	1.72320688349	1.0	0.0	0.503486096859	0.000324249267578	0.0	0.0134857781231	0.0162415043152	0.0106625424955	0.0	-0.508790632319	0.987397284009	0.999923329202	0.999964976558	1.0
637.992004395	203.047607422	1.73559007995	1.0	0.0	0.500150203705	0.000253394246101	0.0	0.0130987567827	0.0172144394739	0.0182505333489	0.0	-0.494974943063	0.984849447638	0.999851397036	0.999965164816	1.0
637.021972656	202.877410889	1.75282995491	1.0	0.0	0.495884805918	5.9574842453e-05	0.0	0.0124967740849	0.017666504285	0.0317308182127	0.0	-0.455846267839	0.979807639915	0.999781344389	0.999960457776	1.0
636.061584473	202.683303833	1.77374232347	1.0	0.0	0.491793751717	0.000159695744514	0.0	0.0119218761101	0.019244212721	0.0217152106428	0.0	-0.417801131164	1.19387772548	0.999617416629	0.999848746394	1.0
634.90020752	202.40663147	1.80140485293	1.0	0.0	0.488259166479	0.000456288456917	0.0	0.0115025546402	0.0193774186225	0.00586366757594	0.0	-0.441301039273	1.19387772548	0.999617416629	0.999521931373	1.0
633.953491211	202.177627563	1.82319034464	1.0	0.0	0.486616432667	0.000422179698944	0.0	0.0113648315892	0.0205205723076	0.0110788183387	0.0	-0.527748301204	0.966420604128	0.999762705561	0.99989915775	1.0
633.018920898	201.931564331	1.84244548758	1.0	0.0	0.48510491848	4.08291816711e-05	0.0	0.0111965453252	0.0212414544589	0.0337768268637	0.0	-0.630976242143	0.963629521616	0.999814625463	0.999969777194	1.0
