gauge	InnerCorner	OuterCorner	SWA	aiBlur	defocus	focusBlur	mse
DLE1_39_11	-0.136126	2.56546	10.3319	1.63155	1.5327899999999999	0.46112600000000004	3.92541719203437
DLE1_39_12	-0.159108	2.76468	10.9545	1.73069	1.5629600000000001	0.529462	4.157432965160232
DLE1_39_13	-0.367233	3.40476	11.3168	1.56546	-0.22092199999999998	-0.16458599999999998	4.219321422443676
DLE1_39_14	-0.202931	2.05059	8.819939999999999	0.9613	0.544564	0.091789	3.237661476731122
DLE1_39_15	-0.127531	1.64317	8.70358	0.907668	1.9619099999999998	0.595565	3.3762850892847083
DLE1_39_16	-0.0551393	1.2222600000000001	6.74384	0.7469399999999999	0.285537	0.0246328	2.443856022486475
DLE1_39_17	-0.0678021	0.777509	7.91856	-0.026514	2.09767	0.5761350000000001	3.099314493976176
DLE1_39_18	-0.0744987	0.825227	7.05624	0.32316999999999996	1.73975	0.5145390000000001	2.7369337773855547
DLE1_39_2	-0.429179	5.30278	15.5281	2.7117299999999998	-0.27981999999999996	-0.10371400000000001	5.884563427268171
DLE1_39_3	-0.322869	4.82956	14.9814	2.4163099999999997	0.33474699999999996	0.110571	5.635359202936058
DLE1_39_4	-0.218675	3.9132300000000004	12.9005	1.84743	0.5274399999999999	0.243261	4.82300270083827
DLE1_39_5	-0.191778	3.84372	12.8593	2.09333	1.0892	0.362294	4.850836475302739
DLE1_39_6	-0.224611	3.82345	12.9109	2.50496	1.91572	0.6008819999999999	4.987564435029198
DLE1_39_7	-0.237456	3.27506	12.2982	2.02108	2.43998	0.776814	4.803343082605749
DLE1_39_8	-0.15398399999999998	3.6928900000000002	13.4877	2.59375	1.67661	0.61766	5.1371356942458215
DLE1_39_9	-0.339986	4.18331	12.924000000000001	2.28775	-0.641975	-0.131779	4.8879061276981375
DLE_28_0	-0.5445800000000001	5.60232	16.4941	3.07211	-0.8365819999999999	0.048755400000000004	6.277715914627122
DLE_28_1	-0.494122	5.54821	16.3713	3.0891900000000003	-0.5808439999999999	0.0555914	6.2209784094007885
DLE_28_10	-0.154351	3.3929199999999997	11.7514	1.88295	0.951097	0.31259699999999996	4.415712094537202
DLE_28_11	-0.126283	2.92121	10.7217	2.04457	1.51985	0.482296	4.1055903067373425
DLE_28_12	-0.134171	3.07998	11.9007	2.21115	1.5642	0.559489	4.523180799106725
DLE_28_13	-0.398346	4.32489	13.6488	1.8900599999999999	-0.0821841	-0.11891099999999999	5.108324380315617
DLE_28_14	-0.234842	2.47077	9.85558	1.1725	0.698364	0.16184400000000002	3.642739334177097
DLE_28_15	-0.157724	2.06681	9.593960000000001	1.2678200000000002	1.98787	0.6324810000000001	3.711518053578903
DLE_28_16	-0.230382	1.6998099999999998	8.22971	0.769977	0.40875700000000004	0.0496461	2.9951446700669826
DLE_28_17	-0.0807706	0.951477	8.332289999999999	0.196983	2.14622	0.600581	3.2510992318080536
DLE_28_18	-0.05975980000000001	1.06881	7.8815100000000005	0.41943800000000003	1.8552	0.54837	3.042738588480779
DLE_28_2	-0.525471	5.31839	16.0178	2.97011	-0.0653252	-0.033709300000000005	6.061835537588972
DLE_28_3	-0.46055	5.14987	15.8907	2.8067900000000003	0.519223	0.181948	5.999662142147996
DLE_28_4	-0.473688	4.36121	13.790999999999999	2.24724	0.7511	0.312265	5.199474308322777
DLE_28_5	-0.39334	4.5621599999999995	15.2065	2.69676	1.37981	0.462984	5.759819420578174
DLE_28_6	-0.227147	3.76842	12.6236	3.0037	1.7966099999999998	0.616514	4.907820133400686
DLE_28_7	-0.404604	3.57125	13.1871	2.68063	2.44371	0.820976	5.154998446303015
DLE_28_8	-0.48572299999999996	4.0064	14.5917	2.89284	1.7964900000000001	0.613135	5.563625879730479
DLE_28_9	-0.293247	4.7621400000000005	14.2088	2.63028	-0.5145270000000001	-0.0777712	5.3894874983822145
DLE_29_0	-0.50588	5.5365400000000005	16.4344	3.11134	-0.812533	0.0513749	6.251623776170246
DLE_29_1	-0.47418999999999994	5.2777199999999995	15.78	2.99038	-0.563495	0.0494274	5.989417542756617
DLE_29_10	-0.123197	3.27193	11.495999999999999	1.8794099999999998	0.912048	0.30638000000000004	4.3156729594166565
DLE_29_11	-0.127876	2.8212	10.4373	2.02419	1.4720799999999998	0.471475	3.995832913991478
DLE_29_12	-0.11895	3.15421	12.0758	2.26032	1.58512	0.570121	4.592929840619724
DLE_29_13	-0.385169	4.25292	13.3263	1.8980099999999998	-0.09806039999999999	-0.11939000000000001	4.993389365367294
DLE_29_14	-0.195856	2.43457	9.75492	1.19216	0.6887939999999999	0.162999	3.605465998434616
DLE_29_15	-0.12487000000000001	2.1276900000000003	9.71773	1.3059399999999999	2.00592	0.642031	3.7610796627042644
DLE_29_16	-0.198477	1.6578400000000002	8.03585	0.7827729999999999	0.389708	0.0502926	2.9247562227167916
DLE_29_17	-0.0492345	0.972031	8.3285	0.21377100000000002	2.1476900000000003	0.6024229999999999	3.2511057555588154
DLE_29_18	-0.0620881	1.09289	7.871	0.43483900000000003	1.85369	0.5485760000000001	3.0403417759410414
DLE_29_2	-0.513124	5.3129599999999995	15.9206	2.98264	-0.07606239999999999	-0.0345064	6.0298324301789075
DLE_29_3	-0.419551	4.96684	15.5324	2.75685	0.49307799999999996	0.174583	5.857271669427691
DLE_29_4	-0.461792	4.2824	13.6984	2.25786	0.7246819999999999	0.31017	5.159554164159148
DLE_29_5	-0.37896199999999997	4.39516	14.8732	2.63028	1.33683	0.45142	5.625351301302702
DLE_29_6	-0.185798	3.6896	12.4671	3.03485	1.7377599999999997	0.612444	4.84408251239644
DLE_29_7	-0.342937	3.4571300000000003	13.0536	2.73433	2.33947	0.8017529999999999	5.086803449213931
DLE_29_8	-0.43431800000000004	4.01131	14.5261	2.93552	1.7762	0.6165510000000001	5.542437340390338
DLE_29_9	-0.25737	4.60775	13.9155	2.61176	-0.514157	-0.0778654	5.274456905803954
DLE_30_0	-0.45627299999999993	5.29061	15.8724	2.9847	-0.788297	0.044287599999999996	6.030199550437467
DLE_30_1	-0.45556599999999997	5.21999	15.7056	3.00373	-0.549438	0.051782100000000005	5.958737586380697
DLE_30_10	-0.132324	3.20361	11.2855	1.8586900000000002	0.8873190000000001	0.299713	4.236001923170421
DLE_30_11	-0.123128	2.71197	10.1653	1.97053	1.39517	0.45056	3.8831166068070244
DLE_30_12	-0.10923900000000002	3.01136	11.6469	2.2490200000000002	1.5111299999999999	0.544708	4.429106021748139
DLE_30_13	-0.351707	4.06123	12.9002	1.9049599999999998	-0.11142	-0.118625	4.831053646827134
DLE_30_14	-0.195054	2.36075	9.54117	1.16493	0.6520520000000001	0.156109	3.523174331324115
DLE_30_15	-0.12801600000000002	2.10334	9.570910000000001	1.32226	1.96613	0.632973	3.7045373081024744
DLE_30_16	-0.175564	1.58019	7.7506699999999995	0.783605	0.35856	0.047521	2.8196342729457395
DLE_30_17	-0.056046500000000006	0.9667549999999999	8.12198	0.248763	2.0917	0.5875670000000001	3.170904055633134
DLE_30_18	-0.055175199999999994	1.08512	7.701860000000001	0.464987	1.80575	0.540704	2.9746838086168936
DLE_30_2	-0.531353	5.07123	15.4676	2.88063	-0.0751062	-0.0345248	5.8476758574033
DLE_30_3	-0.470325	4.81553	15.2415	2.74244	0.46832700000000005	0.169654	5.743709681105801
DLE_30_4	-0.43831099999999995	4.10709	13.3673	2.2233099999999997	0.690454	0.299875	5.027527059112835
DLE_30_5	-0.385912	4.269080000000001	14.8234	2.67801	1.2826799999999998	0.447245	5.59480483658131
DLE_30_6	-0.181042	3.55555	12.0887	2.97096	1.65808	0.586581	4.69347616576223
DLE_30_7	-0.36199499999999996	3.5228300000000004	13.1888	2.78038	2.3727	0.816524	5.145048071761587
DLE_30_8	-0.40194	3.9797800000000003	14.6249	3.0042400000000002	1.7671599999999998	0.622472	5.575273506600192
DLE_30_9	-0.24077600000000002	4.409619999999999	13.4815	2.52598	-0.501534	-0.0776088	5.103856030276048
DLE_31_0	-0.418475	5.18725	15.8672	3.01572	-0.752797	0.048433699999999996	6.0171395056065435
DLE_31_1	-0.44524300000000006	5.02773	15.318	2.9228400000000003	-0.537863	0.048303	5.804423431182302
DLE_31_10	-0.109154	3.0518	10.8708	1.82264	0.836398	0.286642	4.077415779704897
DLE_31_11	-0.10893	2.6373599999999997	9.903139999999999	1.9617900000000001	1.34019	0.43661700000000003	3.782646188371128
DLE_31_12	-0.101913	2.96067	11.4014	2.24533	1.46791	0.536521	4.338224232982748
DLE_31_13	-0.325031	3.77569	12.3429	1.79257	-0.122662	-0.11309200000000001	4.6094996398898465
DLE_31_14	-0.16598	2.3176	9.34948	1.17164	0.6286609999999999	0.154074	3.453145639063009
DLE_31_15	-0.12158800000000002	2.05792	9.28553	1.3211899999999999	1.89458	0.6156729999999999	3.594505914191702
DLE_31_16	-0.153171	1.5488600000000001	7.592980000000001	0.7909430000000001	0.348433	0.0488154	2.762878127384426
DLE_31_17	-0.051249199999999995	0.958788	7.91962	0.279885	2.04251	0.5762430000000001	3.093707621172746
DLE_31_18	-0.046343699999999995	1.04195	7.42548	0.502632	1.71268	0.514781	2.8623202459721093
DLE_31_2	-0.471504	4.99751	15.2634	2.86689	-0.081949	-0.0339965	5.770714456763904
DLE_31_3	-0.449479	4.69265	14.8977	2.6979900000000003	0.452524	0.164951	5.613434259303412
DLE_31_4	-0.398212	4.0162	13.0392	2.23699	0.664566	0.295771	4.908229320826313
DLE_31_5	-0.363023	4.18404	14.4144	2.63979	1.23486	0.433708	5.444540101242402
DLE_31_6	-0.169973	3.5147800000000005	12.035	2.98216	1.6482900000000003	0.5865819999999999	4.671880386281217
DLE_31_7	-0.295774	3.4463	13.0353	2.8188	2.30212	0.804024	5.079060808294826
DLE_31_8	-0.351164	3.9382099999999998	14.4886	3.02011	1.7099099999999998	0.612581	5.5206435385396535
DLE_31_9	-0.256424	4.24143	13.1859	2.4807799999999998	-0.47830900000000004	-0.0742873	4.984595859150222
DLE_32_0	-0.420108	5.0273900000000005	15.2644	2.8909599999999998	-0.732024	0.041137900000000005	5.792451637280933
DLE_32_1	-0.382947	4.83215	14.8176	2.8466099999999996	-0.506046	0.0430034	5.6117162841924815
DLE_32_10	-0.108232	3.0005900000000003	10.6725	1.82253	0.80912	0.28060799999999997	4.004402151658971
DLE_32_11	-0.10491700000000001	2.5604400000000003	9.65382	1.96259	1.2909700000000002	0.426113	3.687754119760054
DLE_32_12	-0.0978668	2.82883	11.0173	2.18586	1.40212	0.513336	4.188258522959427
DLE_32_13	-0.305535	3.71939	12.0655	1.77803	-0.13598	-0.11320999999999999	4.510171597685129
DLE_32_14	-0.155165	2.23095	9.02436	1.1685	0.585412	0.14657699999999999	3.332703223088691
DLE_32_15	-0.119929	2.01265	9.0756	1.30883	1.8235299999999999	0.593931	3.50844041797602
DLE_32_16	-0.12391300000000001	1.55692	7.46205	0.801094	0.34307	0.047859	2.7184250420943648
DLE_32_17	-0.052618399999999996	0.955433	7.725169999999999	0.312896	1.9768	0.563826	3.015229900594222
DLE_32_18	-0.0638253	1.0298200000000002	7.292610000000001	0.52315	1.6778099999999998	0.505571	2.8111650311806025
DLE_32_2	-0.42499	4.87489	14.9225	2.81882	-0.0827431	-0.034245599999999994	5.64129454865539
DLE_32_3	-0.396529	4.59054	14.5994	2.7309200000000002	0.43644799999999995	0.162778	5.504868917526976
DLE_32_4	-0.34930700000000003	3.94549	12.7771	2.2035099999999996	0.641267	0.288274	4.8103458743289975
DLE_32_5	-0.344017	4.10375	14.1934	2.71769	1.23607	0.44122100000000003	5.368610590278806
DLE_32_6	-0.131966	3.3980599999999996	11.7299	2.94916	1.57182	0.566372	4.549518615797995
DLE_32_7	-0.290013	3.43844	12.9415	2.90627	2.29389	0.814661	5.053281993886374
DLE_32_8	-0.261382	3.95086	14.3723	3.01642	1.6774799999999999	0.606635	5.478928221723079
DLE_32_9	-0.214538	4.1828199999999995	12.9854	2.47419	-0.461334	-0.07152510000000001	4.910802404400705
DLE_33_0	-0.43815600000000005	5.0839099999999995	15.5523	2.96171	-0.735542	0.0464523	5.898189413921903
DLE_33_1	-0.384795	4.87317	14.9327	2.8695	-0.506612	0.0448476	5.655609947695549
DLE_33_10	-0.107841	3.0005900000000003	10.6728	1.82275	0.809129	0.28065100000000004	4.0045143530708724
DLE_33_11	-0.10503299999999999	2.55995	9.655510000000001	1.9628	1.29122	0.42613599999999996	3.6883121527567493
DLE_33_12	-0.0990371	2.82557	11.0021	2.17211	1.40638	0.513803	4.182637147634633
DLE_33_13	-0.318843	3.62146	11.8264	1.78352	-0.137408	-0.110937	4.420552338707376
DLE_33_14	-0.146758	2.2050799999999997	8.8641	1.16475	0.5712510000000001	0.145092	3.2751500326880256
DLE_33_15	-0.0928005	1.9803400000000002	8.89223	1.31456	1.77263	0.5810270000000001	3.436830380967492
DLE_33_16	-0.118675	1.50125	7.23752	0.808561	0.326992	0.0482941	2.6369112040305036
DLE_33_17	-0.0369454	0.913899	7.39248	0.34996700000000003	1.8521599999999998	0.527666	2.8761461889268416
DLE_33_18	-0.050698400000000005	1.0104	7.0566	0.558387	1.61802	0.49081400000000003	2.720885486227957
DLE_33_2	-0.42789099999999997	4.83081	14.8157	2.8001099999999997	-0.0820322	-0.034555699999999995	5.600075673685066
DLE_33_3	-0.396362	4.59083	14.5996	2.73103	0.436486	0.16281400000000001	5.504972030219909
DLE_33_4	-0.349695	3.9429800000000004	12.7677	2.20212	0.641439	0.288567	4.806902284001062
DLE_33_5	-0.344876	4.10388	14.1892	2.71719	1.23539	0.440824	5.367147517550081
DLE_33_6	-0.131524	3.3944699999999997	11.7296	2.9504099999999998	1.57326	0.567013	4.549383272715998
DLE_33_7	-0.242954	3.3752199999999997	12.800999999999998	2.90266	2.2514	0.808025	4.995016054162652
DLE_33_8	-0.30179	3.8067699999999998	14.05	3.04192	1.63247	0.58701	5.35697918567685
DLE_33_9	-0.191352	4.1828	12.9515	2.4607900000000003	-0.463125	-0.0726419	4.898698835462772
DLE_34_0	-0.386252	4.7973300000000005	14.8318	2.85031	-0.692283	0.0396339	5.620381016608218
DLE_34_1	-0.351966	4.71673	14.5292	2.8012799999999998	-0.486896	0.042820699999999996	5.500332728495301
DLE_34_10	-0.120574	2.96652	10.5235	1.80515	0.7869430000000001	0.27420900000000004	3.9488989953499067
DLE_34_11	-0.0941008	2.5149	9.46626	1.9353799999999999	1.25725	0.41714300000000004	3.6160301449329353
DLE_34_12	-0.0792782	2.77362	10.8919	2.19837	1.35883	0.5004270000000001	4.137560472266904
DLE_34_13	-0.281832	3.37625	11.3587	1.7098200000000001	-0.150315	-0.110095	4.2352973356044314
DLE_34_14	-0.147728	2.11758	8.59676	1.1695799999999998	0.5379010000000001	0.139571	3.1754066868243034
DLE_34_15	-0.0864798	1.91788	8.57082	1.3175299999999999	1.69288	0.558094	3.312657170224985
DLE_34_16	-0.13389	1.48042	7.137560000000001	0.816546	0.317635	0.0482272	2.601107501496018
DLE_34_17	-0.036976199999999994	0.894833	7.25373	0.375759	1.8117299999999998	0.517918	2.821241369274801
DLE_34_18	-0.050093900000000004	1.03074	6.95025	0.583368	1.59066	0.48399	2.6817921167393175
DLE_34_2	-0.39514	4.66856	14.4218	2.76989	-0.0829439	-0.0343425	5.450160690569681
DLE_34_3	-0.394018	4.41107	14.2225	2.66419	0.416055	0.155395	5.356464041585923
DLE_34_4	-0.33765300000000004	3.8379800000000004	12.5284	2.18637	0.6044930000000001	0.277281	4.7137861703706
DLE_34_5	-0.288062	3.99882	13.8494	2.65251	1.19236	0.428108	5.236454840070809
DLE_34_6	-0.120092	3.31302	11.4497	2.9569799999999997	1.52575	0.554351	4.445797575210282
DLE_34_7	-0.221179	3.26713	12.6085	2.87744	2.17935	0.7906310000000001	4.9098216418241964
DLE_34_8	-0.280422	3.7804900000000004	13.9115	3.0649	1.62632	0.5978680000000001	5.31020693771448
DLE_34_9	-0.182536	4.02222	12.597000000000001	2.42542	-0.44544300000000003	-0.0713365	4.761551632491704
DLE_35_0	-0.372266	4.7688	14.8861	2.89319	-0.6665300000000001	0.0442092	5.63672442754789
DLE_35_1	-0.360388	4.53412	14.0833	2.73108	-0.465821	0.03974880000000001	5.328447336238865
DLE_35_10	-0.09798330000000001	2.85908	10.2425	1.8043900000000002	0.761289	0.263948	3.8431256820920825
DLE_35_11	-0.0771225	2.40545	9.10784	1.9182299999999999	1.18282	0.397451	3.478139771048729
DLE_35_12	-0.0750041	2.6669400000000003	10.5854	2.14407	1.32436	0.48156499999999997	4.019633331871543
DLE_35_13	-0.25319400000000003	3.33278	11.138	1.71816	-0.144592	-0.103556	4.157103737882962
DLE_35_14	-0.14071	2.0709	8.45457	1.1628	0.525903	0.13788	3.1222791481069363
DLE_35_15	-0.0878908	1.8792	8.40885	1.31655	1.65504	0.546933	3.249957452971762
DLE_35_16	-0.108227	1.42771	6.95453	0.826608	0.30737600000000004	0.048986800000000004	2.534380519892762
DLE_35_17	-0.0450497	0.8758799999999999	6.98463	0.41767299999999996	1.73636	0.49878599999999995	2.716208935361359
DLE_35_18	-0.044088300000000004	0.9887670000000001	6.75576	0.619767	1.53657	0.471282	2.605505159479609
DLE_35_2	-0.36688699999999996	4.43444	14.024000000000001	2.70948	-0.0884973	-0.035323900000000005	5.289582511278679
DLE_35_3	-0.367698	4.31372	13.989	2.61599	0.403955	0.15128699999999998	5.265350574987244
DLE_35_4	-0.30958600000000003	3.7034	12.1937	2.16614	0.570362	0.265698	4.585793703129972
DLE_35_5	-0.262858	3.8335	13.5878	2.59592	1.15452	0.416141	5.127180617645103
DLE_35_6	-0.120921	3.1895700000000002	11.1735	2.89602	1.48012	0.543462	4.33430544251592
DLE_35_7	-0.211164	3.20127	12.4564	2.8552400000000002	2.10937	0.772784	4.841907381997719
DLE_35_8	-0.246191	3.5318199999999997	13.4956	2.97808	1.52423	0.564893	5.133510954349737
DLE_35_9	-0.160912	3.9611699999999996	12.3898	2.39701	-0.43294799999999994	-0.069735	4.684238949699846
DLE_36_0	-0.303008	4.49598	14.312000000000001	2.74662	-0.635538	0.039789	5.407127521218141
DLE_36_1	-0.33013899999999996	4.33081	13.7648	2.6716599999999997	-0.45267700000000005	0.0369466	5.197216895383282
DLE_36_10	-0.09648839999999999	2.82999	10.0937	1.81105	0.7473850000000001	0.2664	3.7902433493545233
DLE_36_11	-0.06689869999999999	2.3538900000000003	8.93956	1.89867	1.1573200000000001	0.390498	3.4138799730999936
DLE_36_12	-0.0753194	2.57216	10.2913	2.12825	1.30335	0.478788	3.9113198770773074
DLE_36_13	-0.24401599999999998	3.1901599999999997	10.7909	1.68675	-0.148335	-0.101628	4.024947997698464
DLE_36_14	-0.109501	2.02375	8.22385	1.15811	0.501678	0.133733	3.0383673471216825
DLE_36_15	-0.079385	1.8151099999999998	8.155660000000001	1.32589	1.58792	0.5287890000000001	3.150749676738578
DLE_36_16	-0.100473	1.37232	6.7903	0.8281860000000001	0.296505	0.0489484	2.4737007887389737
DLE_36_17	-0.0479401	0.854658	6.73815	0.4551	1.6616099999999998	0.47936000000000006	2.618567102647744
DLE_36_18	-0.043793	0.966943	6.57949	0.6405489999999999	1.48601	0.458372	2.536524943803111
DLE_36_2	-0.319851	4.3344	13.8179	2.66273	-0.08189930000000001	-0.0331781	5.207387093800523
DLE_36_3	-0.350815	4.16995	13.5123	2.53532	0.380714	0.139217	5.086450921094221
DLE_36_4	-0.309477	3.5955	11.9061	2.17624	0.560126	0.265556	4.479486262506743
DLE_36_5	-0.267253	3.76411	13.5195	2.59565	1.10584	0.404729	5.093950815806553
DLE_36_6	-0.09629639999999999	3.07577	10.9153	2.87718	1.42215	0.527606	4.23139269169574
DLE_36_7	-0.187202	3.10345	11.9933	2.84167	2.05097	0.734175	4.673585702160722
DLE_36_8	-0.215579	3.5051400000000004	13.2748	2.98133	1.47117	0.547922	5.05265235245961
DLE_36_9	-0.177097	3.7200900000000003	12.030999999999999	2.32972	-0.42097799999999996	-0.06997460000000001	4.535685630475371
DLE_37_0	-0.309526	4.56625	14.537	2.79521	-0.642447	0.042219400000000004	5.492312926632542
DLE_37_1	-0.326123	4.415080000000001	14.004000000000001	2.73543	-0.45197	0.040049	5.289238076835004
DLE_37_10	-0.0965188	2.80119	10.0229	1.80172	0.738135	0.263284	3.7627209065147333
DLE_37_11	-0.0661867	2.30697	8.7835	1.87805	1.1254600000000001	0.380695	3.3531392871174077
DLE_37_12	-0.07757639999999999	2.64256	10.4561	2.18244	1.32279	0.488308	3.9775931458326803
DLE_37_13	-0.242866	3.1891700000000003	10.7877	1.68609	-0.149044	-0.101699	4.023744291536258
DLE_37_14	-0.109544	2.02402	8.21839	1.1508	0.504107	0.133597	3.0363454892599093
DLE_37_15	-0.0800829	1.7831099999999998	8.050410000000001	1.31322	1.5640399999999999	0.520767	3.1090473643980046
DLE_37_16	-0.10012599999999999	1.37137	6.7857	0.82849	0.29686	0.0492782	2.472084317500903
DLE_37_17	-0.0480726	0.8546590000000001	6.73883	0.454903	1.6624700000000001	0.47969300000000004	2.6189941859044326
DLE_37_18	-0.04429280000000001	0.966038	6.583410000000001	0.642741	1.48571	0.458459	2.5377593896422157
DLE_37_2	-0.319459	4.32983	13.8319	2.66627	-0.0840733	-0.0333253	5.211792526801836
DLE_37_3	-0.350504	4.1685300000000005	13.5109	2.535	0.380427	0.139178	5.08580971733591
DLE_37_4	-0.298374	3.61889	11.8913	2.15899	0.560917	0.264349	4.475815699715304
DLE_37_5	-0.267308	3.76214	13.5117	2.58796	1.10371	0.403733	5.0905089679919655
DLE_37_6	-0.0958847	3.07823	10.9246	2.8776200000000003	1.42424	0.52817	4.234923525205239
DLE_37_7	-0.204521	3.20759	12.4461	2.91628	2.08015	0.766288	4.838760508415159
DLE_37_8	-0.22107800000000002	3.4755599999999998	13.2004	2.90952	1.47576	0.547713	5.020929344370086
DLE_37_9	-0.160802	3.69826	12.0057	2.33633	-0.40510799999999997	-0.06710930000000001	4.524863199628837
DLE_38_0	-0.312211	4.49069	14.3482	2.75506	-0.614123	0.042054900000000006	5.418235194925351
DLE_38_1	-0.328664	4.2363599999999995	13.705	2.6686	-0.41708199999999995	0.0397852	5.166317257979893
DLE_38_10	-0.0832643	2.69981	9.81076	1.7793599999999998	0.713933	0.25599	3.67946450982547
DLE_38_11	-0.0754289	2.2277099999999996	8.6138	1.8529400000000003	1.09835	0.37328	3.2855321976156926
DLE_38_12	-0.0608524	2.4803	9.98756	2.09845	1.24729	0.46207600000000004	3.794587420306089
DLE_38_13	-0.214935	3.09495	10.4938	1.66147	-0.14843699999999999	-0.0992404	3.914415391273711
DLE_38_14	-0.117013	1.96215	8.00809	1.15832	0.478367	0.129474	2.9588469842979372
DLE_38_15	-0.0755672	1.7468	7.9176899999999995	1.31654	1.5227899999999999	0.509509	3.055658290835152
DLE_38_16	-0.10313900000000001	1.31928	6.63121	0.830734	0.28771599999999997	0.0487628	2.4151843023672344
DLE_38_17	-0.0414346	0.8347399999999999	6.52926	0.490453	1.59271	0.462643	2.5346228014301055
DLE_38_18	-0.0375417	0.94429	6.42468	0.6666880000000001	1.44046	0.44525699999999996	2.4758106704151444
DLE_38_2	-0.31238	4.17992	13.4635	2.59211	-0.0760011	-0.0314204	5.0691776295080615
DLE_38_3	-0.34587199999999996	4.078880000000001	13.249	2.52493	0.362043	0.13483299999999998	4.988481323748743
DLE_38_4	-0.29540500000000003	3.4525099999999997	11.6168	2.14526	0.538046	0.258248	4.365982773751761
DLE_38_5	-0.22352600000000003	3.7141800000000003	13.2295	2.61217	1.07208	0.394604	4.991141880872452
DLE_38_6	-0.11241199999999998	2.9999700000000002	10.7297	2.85547	1.37754	0.5142770000000001	4.1570716504691285
DLE_38_7	-0.16881300000000002	3.1215	12.1739	2.96172	2.0870900000000003	0.779313	4.748987384217266
DLE_38_8	-0.199959	3.4036199999999996	13.0113	2.97839	1.44492	0.532158	4.953987294901262
DLE_38_9	-0.140981	3.5893800000000002	11.6841	2.25487	-0.38216999999999995	-0.06532	4.400974102155695
DLE_39_0	-0.302684	4.44016	14.2006	2.71476	-0.6066560000000001	0.0404825	5.361195458884033
DLE_39_1	-0.298168	4.2633	13.6884	2.66463	-0.41969700000000004	0.0392881	5.163176818991296
DLE_39_10	-0.07874439999999999	2.69493	9.80485	1.77807	0.712711	0.255929	3.6768674744005145
DLE_39_11	-0.07511720000000001	2.22811	8.61593	1.8535	1.0989799999999998	0.373594	3.2863861683232667
DLE_39_12	-0.058682000000000005	2.53707	10.1342	2.12807	1.27027	0.471204	3.852493513220366
DLE_39_13	-0.184314	2.97602	10.2164	1.63249	-0.14468499999999998	-0.09617080000000001	3.807928723754287
DLE_39_14	-0.10184800000000001	1.93812	7.8488	1.1689200000000002	0.470366	0.128225	2.90294875360376
DLE_39_15	-0.0667985	1.69487	7.690519999999999	1.31525	1.46779	0.49289799999999995	2.9676842335419176
DLE_39_16	-0.0801758	1.3477299999999999	6.49041	0.845943	0.278127	0.0487239	2.3690262699570486
DLE_39_17	-0.0383327	0.8348549999999999	6.42605	0.49916000000000005	1.5628799999999998	0.455583	2.494420502043092
DLE_39_18	-0.0321186	0.917222	6.28008	0.692778	1.41478	0.43699399999999994	2.4227423786555895
DLE_39_2	-0.321277	4.2426699999999995	13.6555	2.63852	-0.07567839999999999	-0.0307737	5.14242239077704
DLE_39_3	-0.343132	4.0599300000000005	13.1706	2.52862	0.359283	0.132931	4.960649127278506
DLE_39_4	-0.295556	3.45301	11.6175	2.14535	0.537933	0.258208	4.3662663024383175
DLE_39_5	-0.220739	3.69749	13.0964	2.64338	1.08995	0.3853	4.948935970086411
DLE_39_6	-0.11036800000000001	2.97243	10.6311	2.8124	1.36436	0.508197	4.117342908204468
DLE_39_7	-0.151584	3.00409	11.9299	2.93205	2.00073	0.7546350000000001	4.644152253527831
DLE_39_8	-0.194859	3.34584	12.6427	2.9364	1.43841	0.539542	4.82430175180234
DLE_39_9	-0.133482	3.6108599999999997	11.7538	2.2718700000000003	-0.387466	-0.0656265	4.427527973680605
DLE_43_0	-0.32056	4.36291	14.1033	2.77331	-0.564753	0.0427524	5.323188978992442
DLE_43_1	-0.274871	4.1111	13.1706	2.55578	-0.39565300000000003	0.034485	4.967950107306496
DLE_43_10	-0.0716845	2.6453	9.58935	1.7532400000000001	0.683736	0.245765	3.596788843293995
DLE_43_11	-0.061576900000000004	2.17921	8.34859	1.86399	1.05449	0.358777	3.1896459455349944
DLE_43_12	-0.056454399999999995	2.46311	9.94662	2.13404	1.21739	0.45322299999999993	3.778409064034232
DLE_43_13	-0.17324900000000001	2.81901	9.962660000000001	1.63347	-0.135613	-0.08970650000000001	3.707473382002396
DLE_43_14	-0.0938677	1.87263	7.67673	1.15944	0.45368400000000003	0.1245	2.8378034338655156
DLE_43_15	-0.0496173	1.68589	7.495139999999999	1.33466	1.45126	0.487479	2.9017070502120017
DLE_43_16	-0.0747569	1.32384	6.35337	0.854268	0.28310599999999997	0.051662900000000005	2.321000355163857
DLE_43_17	-0.0405909	0.809979	6.16228	0.5464	1.4845	0.433172	2.39083719885911
DLE_43_18	-0.030846199999999997	0.9249780000000001	6.08865	0.7382529999999999	1.36961	0.42917299999999997	2.352788139189238
DLE_43_2	-0.286688	4.1399099999999995	13.3428	2.65784	-0.076426	-0.0296803	5.029088807175711
DLE_43_3	-0.33763699999999996	3.9251	12.9276	2.51258	0.370288	0.136822	4.865521151925622
DLE_43_4	-0.299377	3.31722	11.3809	2.09155	0.512475	0.247258	4.269690704905742
DLE_43_5	-0.24366300000000002	3.5842099999999997	12.8263	2.62502	1.08847	0.402309	4.848025216856988
DLE_43_6	-0.0779625	2.90352	10.4073	2.86223	1.3463200000000002	0.508904	4.041000437903995
