Version v0.1
#Ridge Detection testing
width	height	pixel	centerx	centery	bbox_xini	bbox_yini	bbox_xend	bbox_yend
offsetx	offsety	angle	weight	confidence	intensity	slope	band_width	ridge_intensity	curvature	contrast
231	639	1.6208574614078413	1	1	38563	-112.37641994430078	0	1341.5149136337227	0	0
231	638	1.6335986833596428	1	1	38753	-114.45037135778193	0	1349.8751135228517	0	0
230	637	1.6180595743642072	1	1	38948	-128.2285210201269	0	1366.1762107245838	0	0
230	636	1.6076490034722677	1	1	39236	-131.01517909600034	0	1379.5793584006014	0	0
230	635	1.5971515797371347	1	1	39006	-132.1783817722387	0	1385.9099478948865	0	0
230	634	1.5951125743112717	1	1	39161	-132.34073491743584	0	1387.3126314876981	0	0
230	633	1.6010805629358156	1	1	39055	-132.036781827514	0	1387.117163616586	0	0
230	632	1.6101617850089343	1	1	38929	-131.37854231043343	0	1387.3330529581897	0	0
230	631	1.6174925528617912	1	1	39131	-130.29998707091704	0	1388.6558844362983	0	0
230	630	1.622366281740033	1	1	39141	-128.85369226289026	0	1391.641772315887	0	0
230	629	1.6283130337021618	1	1	38654	-127.44551721583298	0	1398.42470794358	0	0
230	628	1.6369289598050638	1	1	39166	-126.68551818547189	0	1410.5327610229792	0	0
230	627	1.644687486530331	1	1	39384	-126.98123197744508	0	1426.673170129433	0	0
230	626	1.6487885459561171	1	1	39812	-128.2783294111032	0	1443.0104307013971	0	0
230	625	1.650536325643071	1	1	40173	-129.7924142081713	0	1454.274502192781	0	0
230	624	1.6548818844985722	1	1	40622	-130.48073362343848	0	1457.3125917109521	0	0
230	623	1.6640678619009586	1	1	40285	-129.73311946828267	0	1452.354281696639	0	0
230	622	1.6745798912723393	1	1	39643	-127.58888713395527	0	1442.0906625018906	0	0
230	621	1.680015251243938	1	1	39436	-124.36423625800808	0	1429.7410889602124	0	0
229	620	1.6701482193042083	1	1	39488	-135.5884441084147	0	1437.7132543100993	0	0
229	619	1.654204966429233	1	1	39576	-137.1896160424294	0	1453.4882861933984	0	0
229	618	1.6371399871815764	1	1	39789	-138.67531167259403	0	1469.1302648648684	0	0
229	617	1.6259516713942033	1	1	40013	-140.4978774641363	0	1484.3090183920576	0	0
229	616	1.6234054819926858	1	1	40009	-142.65065765422037	0	1498.1519448781137	0	0
229	615	1.6273810499777714	1	1	40349	-144.80451589618428	0	1509.826040821881	0	0
229	614	1.6332429985429253	1	1	40499	-146.64520713119828	0	1519.0020955125387	0	0
229	613	1.6362288794938749	1	1	40755	-147.75030524162685	0	1525.302340718824	0	0
229	612	1.635419784690918	1	1	40804	-148.12027548793617	0	1529.2213058563163	0	0
229	611	1.6330585565537021	1	1	40747	-148.19650668613667	0	1532.378180770413	0	0
229	610	1.6315902056858864	1	1	40847	-148.42202361071668	0	1535.8262793705044	0	0
229	609	1.6308727255099	1	1	41061	-148.74420830067197	0	1538.7162181379842	0	0
229	608	1.6294170467057196	1	1	41064	-148.80035015701992	0	1539.893177715359	0	0
229	607	1.6268691263409647	1	1	40885	-148.25277551220825	0	1538.8133826960643	0	0
229	606	1.6228823482900467	1	1	40529	-147.40536903668772	0	1537.1904956731232	0	0
229	605	1.6173629172740707	1	1	40654	-146.3786142380859	0	1535.7110376323603	0	0
229	604	1.6119610735061565	1	1	40821	-144.86122768668838	0	1533.5410774596899	0	0
229	603	1.6081823470218837	1	1	40923	-142.0306682799387	0	1527.7352745169715	0	0
229	602	1.607329431512095	1	1	40856	-137.51778977053277	0	1516.4256116476236	0	0
228	601	1.6220816239551727	1	1	40445	-135.63438785212657	0	1502.3323357840172	0	0
228	600	1.6268938408437612	1	1	40290	-134.0215231885386	0	1501.5290570885818	0	0
228	599	1.6285175274840529	1	1	40430	-134.93691251076189	0	1507.186746406725	0	0
228	598	1.6233511342296558	1	1	40902	-138.61834742034125	0	1520.275916697199	0	0
228	597	1.6108818119811275	1	1	40792	-144.33244482395594	0	1538.4243864863085	0	0
228	596	1.594657133758003	1	1	41541	-150.4784329400968	0	1557.2477603123866	0	0
228	595	1.578750539180615	1	1	41243	-155.37163776699435	0	1572.9193384293712	0	0
228	594	1.567322004649454	1	1	41255	-158.57561757899703	0	1584.580433326807	0	0
228	593	1.5636646865594095	1	1	41354	-160.4195525022269	0	1592.7833445783858	0	0
228	592	1.5678264871294605	1	1	41259	-161.72310966186205	0	1599.3920059405586	0	0
228	591	1.576796328995891	1	1	41398	-162.96257720837116	0	1604.9952577921704	0	0
228	590	1.5868823439819242	1	1	41362	-164.44771544295645	0	1609.6894409504205	0	0
228	589	1.593996685044284	1	1	41526	-166.40166365673326	0	1613.6511344705614	0	0
228	588	1.5958756103313305	1	1	41631	-168.32122578693907	0	1616.1802737135586	0	0
228	587	1.5945034264991378	1	1	42011	-169.86297441556098	0	1617.8822884646552	0	0
228	586	1.5915472176445362	1	1	41603	-170.85272603896738	0	1619.6607451514487	0	0
228	585	1.5884183211079124	1	1	41442	-171.37657504157096	0	1622.6912027034646	0	0
228	584	1.5844435776797587	1	1	41664	-171.5016670586392	0	1626.738735343963	0	0
228	583	1.5790938210038195	1	1	41492	-171.15666827944688	0	1630.3116537582691	0	0
228	582	1.573265255779005	1	1	41716	-169.9733156897064	0	1630.3662073437022	0	0
228	581	1.5700827287605779	1	1	42064	-167.19031665211787	0	1623.2252632568539	0	0
228	580	1.5732342571352154	1	1	41938	-163.0072788494465	0	1609.436399984053	0	0
228	579	1.5818391029461167	1	1	41108	-158.61461465633806	0	1593.5736242461396	0	0
228	578	1.5906947366477038	1	1	40972	-155.61690871817223	0	1582.9494258706834	0	0
228	577	1.594594403568658	1	1	41228	-154.77680685725704	0	1581.6508324772835	0	0
228	576	1.590560892343557	1	1	41575	-155.8583238782992	0	1587.7575894800111	0	0
228	575	1.5785556557850213	1	1	42166	-158.09599812420652	0	1595.6074536468457	0	0
228	574	1.5622822254353659	1	1	41996	-160.2992699800443	0	1599.9473390816497	0	0
228	573	1.5462522246718766	1	1	41719	-161.86335717090765	0	1599.8320610663768	0	0
228	572	1.5326683119518778	1	1	41211	-162.72973474647802	0	1597.5154220213406	0	0
228	571	1.522857310438329	1	1	41391	-163.0645828151055	0	1595.7315332376015	0	0
228	570	1.5182630255549265	1	1	41535	-162.84147541782818	0	1594.2220609820213	0	0
228	569	1.5203610799021576	1	1	41484	-161.44575534501564	0	1589.2768811477456	0	0
228	568	1.5274335299837365	1	1	41249	-158.53612190908325	0	1578.4832005627768	0	0
228	567	1.5366361979508905	1	1	41013	-154.26430727223806	0	1561.479804546932	0	0
228	566	1.5446237986190996	1	1	40934	-149.5809942016249	0	1540.9908378184007	0	0
228	565	1.5480332924273612	1	1	40816	-145.2299753170937	0	1520.341445856529	0	0
228	564	1.546092544562523	1	1	40656	-141.56946987429774	0	1502.2191724320987	0	0
228	563	1.539664159806644	1	1	40279	-138.69382571817505	0	1487.4198489396008	0	0
228	562	1.5316114612074987	1	1	40345	-136.66572874843882	0	1475.7549637879195	0	0
228	561	1.523342459452693	1	1	40393	-135.88815530502802	0	1467.8902383188026	0	0
228	560	1.5168684669957546	1	1	39874	-136.6744461180465	0	1464.8720019463217	0	0
229	559	1.5233210288340129	1	1	40422	-127.12756816161937	0	1467.6245090775842	0	0
229	558	1.5267942648561983	1	1	40534	-131.75385094852072	0	1485.9770874734281	0	0
229	557	1.5274759116720786	1	1	40908	-137.17060859970206	0	1505.5757540964141	0	0
229	556	1.5249897980329545	1	1	40985	-142.40075873070646	0	1522.468422021341	0	0
229	555	1.5229688902027307	1	1	41058	-146.65971208254928	0	1534.0012425929897	0	0
229	554	1.5233090606882238	1	1	41201	-149.65827417038486	0	1540.2681135252412	0	0
229	553	1.5240848074291382	1	1	40915	-151.5161055005242	0	1543.1278356724697	0	0
229	552	1.520999039686954	1	1	40797	-152.82083392511277	0	1545.6906408856125	0	0
229	551	1.5123902677967336	1	1	40659	-154.1095230523788	0	1550.0799797248283	0	0
229	550	1.5005586786080694	1	1	40459	-155.76064221399497	0	1556.203174539596	0	0
229	549	1.4907582215253408	1	1	40990	-157.3776451806873	0	1561.001349366971	0	0
229	548	1.4874270931773421	1	1	40920	-157.56556692842082	0	1558.3548378148325	0	0
229	547	1.4911697711270189	1	1	40971	-155.08573514116438	0	1544.2476185388077	0	0
229	546	1.498491148714013	1	1	40672	-149.9452142855189	0	1518.8177732461725	0	0
229	545	1.5056406832654277	1	1	39992	-143.59086522583698	0	1487.624922078544	0	0
229	544	1.5091410142635155	1	1	39648	-137.79452357451714	0	1458.4536347074768	0	0
230	543	1.5012624936575028	1	1	39531	-133.72583443472172	0	1446.1531892192718	0	0
230	542	1.5074089201107377	1	1	40004	-134.86769955159798	0	1449.6515163858157	0	0
230	541	1.5090811781927662	1	1	40080	-137.81849811441907	0	1460.2586812496772	0	0
230	540	1.5071776463523938	1	1	40161	-141.6896677607042	0	1472.959616518614	0	0
230	539	1.5048292157899683	1	1	40042	-145.44534968182097	0	1483.5972533395443	0	0
230	538	1.5046234204601427	1	1	39854	-148.70958086056203	0	1490.992274433352	0	0
230	537	1.5049284094074011	1	1	39633	-151.67801536840716	0	1496.5464220661793	0	0
230	536	1.5047029031777497	1	1	40131	-154.37256791377126	0	1501.3125525723867	0	0
230	535	1.5043960108662346	1	1	40150	-156.39388452231447	0	1504.6401874088688	0	0
230	534	1.5046987698046264	1	1	40061	-156.88803237096045	0	1503.9122536684486	0	0
230	533	1.507697206424143	1	1	40184	-155.22479393306412	0	1496.9575605219472	0	0
230	532	1.5137895956746235	1	1	39797	-151.346064631359	0	1483.214397030417	0	0
230	531	1.5212720970976716	1	1	39614	-145.83146593845981	0	1464.3644304282873	0	0
230	530	1.5291123239250881	1	1	39416	-139.65532393775607	0	1443.3717961577192	0	0
230	529	1.538360239219159	1	1	39027	-133.95577055203557	0	1423.4743212872318	0	0
230	528	1.55000471286862	1	1	39167	-129.56978676007634	0	1406.8836741871075	0	0
230	527	1.563336039387868	1	1	38941	-126.88749317119004	0	1394.78396618893	0	0
230	526	1.5761745521198893	1	1	38501	-125.82792256744005	0	1386.9953828229523	0	0
230	525	1.585071696125417	1	1	38760	-125.48202094994076	0	1381.038048707695	0	0
230	524	1.5889059523085507	1	1	39067	-124.94123688578316	0	1374.879824348565	0	0
230	523	1.5906490706687224	1	1	38747	-123.74693503815706	0	1367.9097606055034	0	0
230	522	1.5968793270339816	1	1	38325	-122.04869589062741	0	1361.431808895388	0	0
230	521	1.611607986478697	1	1	38510	-120.37368113191906	0	1356.6984294370427	0	0
230	520	1.6360916607184333	1	1	38391	-118.80705158601631	0	1353.1296851224602	0	0
230	519	1.6644700026492498	1	1	38451	-116.80209571218961	0	1348.0852890610695	0	0
230	518	1.6879085470533473	1	1	38460	-113.55748329254448	0	1337.7114457550206	0	0
230	517	1.6993141608309872	1	1	38105	-109.18983163062512	0	1320.6420236582703	0	0
230	516	1.7013923841543839	1	1	37342	-104.67471740143264	0	1299.3018366957547	0	0
230	515	1.7050820273393972	1	1	37399	-101.17746243132297	0	1279.1873484136788	0	0
230	514	1.7191227688805426	1	1	37430	-98.92691838608175	0	1263.072155036833	0	0
229	513	1.7461326979778977	1	1	36884	-96.59652320726696	0	1256.3865636525736	0	0
229	512	1.7745260140478691	1	1	37407	-100.84763998939707	0	1277.641983010241	0	0
229	511	1.8013643741266152	1	1	37448	-105.51547522844294	0	1298.417795981156	0	0
229	510	1.8193486776690213	1	1	37743	-108.60883474100478	0	1310.0611257435621	0	0
229	509	1.827246053395108	1	1	37736	-108.54150782842135	0	1305.9266334206914	0	0
228	508	1.8287066710322597	1	1	37414	-110.66318959003638	0	1310.8828705667188	0	0
228	507	1.8444129180920061	1	1	37291	-113.32781361530442	0	1326.0923798866143	0	0
228	506	1.8693866472003124	1	1	37164	-112.3866785682626	0	1325.2190855519812	0	0
228	505	1.8999774034815826	1	1	37017	-107.64532127270286	0	1304.8394475610598	0	0
227	504	1.9372416227888447	1	1	37294	-110.24175493950952	0	1313.7967102064526	0	0
227	503	1.9464621871559782	1	1	36925	-109.7719617550631	0	1305.990932094045	0	0
227	502	1.936835934837472	1	1	36356	-102.74092958727215	0	1257.4617856042692	0	0
226	501	1.943890067447776	1	1	35674	-104.36766515874888	0	1254.695470020049	0	0
226	500	1.932176658906472	1	1	35444	-100.49996550345463	0	1219.5083545062412	0	0
225	499	1.9576759579634175	1	1	34603	-94.0477209426615	0	1191.9861177798114	0	0
225	498	1.9697507294028362	1	1	34816	-93.2531699083479	0	1183.625484472398	0	0
224	497	2.0086994382332137	1	1	34787	-87.94412290472701	0	1158.2020290753303	0	0
224	496	2.031979213180017	1	1	34829	-87.66379643730897	0	1164.756290787795	0	0
223	495	2.0713354516967524	1	1	34493	-81.4209453624162	0	1141.469569205639	0	0
223	494	2.079344494560987	1	1	34879	-79.95114588963679	0	1138.647745608409	0	0
222	493	2.1016899149685306	1	1	34304	-76.67913837359333	0	1119.1738199095767	0	0
222	492	2.105884162821772	1	1	34016	-72.10959501748289	0	1103.4930761795872	0	0
221	491	2.13929016246882	1	1	34249	-70.51408111244905	0	1102.5600835717644	0	0
220	490	2.188622660485698	1	1	33980	-64.42845710734855	0	1088.658970959091	0	0
220	489	2.219900963398419	1	1	33643	-59.62969468250344	0	1089.163389336016	0	0
219	488	2.2740126492580806	1	1	33460	-55.025757135368394	0	1097.6881715527602	0	0
218	487	2.331546307211366	1	1	34196	-52.09378155436457	0	1105.3937031763203	0	0
217	486	2.3980630116295045	1	1	34489	-46.20224780417516	0	1101.7160004424697	0	0
216	485	2.4744332899229553	1	1	33989	-37.31889326440614	0	1077.9277570799236	0	0
213	686	-2.4744611626574344	1	1	29385	-36.59039930106769	0	492.20825527339383	0	0
214	687	1.7794211258238584	1	1	27309	-5.694072164926979	0	415.84876710651486	0	0
214	688	1.8273254406750665	1	1	25696	-5.377463048911181	0	386.72038377997757	0	0
214	689	1.813543516699083	1	1	24349	-4.843902705938262	0	353.1114523436635	0	0
214	690	1.7875146255196255	1	1	24246	-5.021295763693615	0	323.5120965247799	0	0
214	691	1.7619249296451833	1	1	23504	-5.152450020679112	0	301.28959284290426	0	0
214	692	1.749445091170783	1	1	23295	-4.547101387954854	0	285.360253962372	0	0
214	693	1.761909822289636	1	1	23161	-3.2411676550265156	0	274.0430063157517	0	0
214	694	1.8031019980084741	1	1	23227	-1.9471865631471132	0	266.67047468467393	0	0
197	3
215	235	2.4649643420325194	1	1	33927	-32.35652261182895	0	1094.816724367924	0	0
216	236	2.399716635781741	1	1	34497	-42.94299990553327	0	1122.7594625066913	0	0
217	237	2.3354102139555617	1	1	35028	-52.41136808171268	0	1136.934260992689	0	0
218	238	2.274186443850132	1	1	34802	-55.88309153426235	0	1132.1125814139755	0	0
219	239	2.2363909977820504	1	1	34088	-54.50233077298799	0	1118.2095000569293	0	0
219	240	2.223600581140344	1	1	33887	-57.80080694989579	0	1121.026066396425	0	0
220	241	2.1985077552154357	1	1	34307	-61.79691341044327	0	1128.0135654949802	0	0
221	242	2.143468895398549	1	1	34762	-68.29901281286561	0	1127.9178039753463	0	0
221	243	2.1003443158699806	1	1	34366	-71.32276745412014	0	1113.9872398212062	0	0
222	244	2.0437167288915026	1	1	34109	-81.29860108315347	0	1136.454074227606	0	0
223	245	2.0198240475286777	1	1	34862	-78.60489235766158	0	1124.2786520021382	0	0
223	246	2.02075318745362	1	1	35030	-84.61079626409537	0	1151.9614136166194	0	0
223	247	2.0163054465912564	1	1	34737	-82.29126903947008	0	1135.1404569475212	0	0
224	248	2.0007285822764214	1	1	35096	-82.7460640293009	0	1157.2319816234478	0	0
224	249	1.9914806389298774	1	1	34963	-80.5314716848452	0	1145.3595785588398	0	0
225	250	1.9758510287273119	1	1	35294	-84.78596450752161	0	1170.3485926823005	0	0
225	251	1.9719991653020958	1	1	35150	-86.12891081546672	0	1176.9102618754018	0	0
226	252	1.944702771914241	1	1	35702	-89.61495791385414	0	1190.6371090030934	0	0
226	253	1.925402148562218	1	1	35951	-93.33904014014365	0	1210.1561553820616	0	0
226	254	1.9031890439037162	1	1	35829	-92.99919813954898	0	1206.6529804724964	0	0
227	255	1.8747290589844319	1	1	36145	-90.50463268924841	0	1215.5786482753488	0	0
227	256	1.8694874536724326	1	1	36404	-93.14618131980001	0	1234.7583109891373	0	0
227	257	1.8678480222161211	1	1	36844	-93.66938151358818	0	1238.5368047958955	0	0
227	258	1.8623164827261538	1	1	36497	-92.54142741872124	0	1226.8908797925421	0	0
228	259	1.8403952345347483	1	1	36658	-92.18967036453228	0	1247.881683079991	0	0
228	260	1.8216710056629295	1	1	36906	-97.40907941762293	0	1263.4387942462795	0	0
228	261	1.8019187886652905	1	1	37211	-101.05340768093106	0	1270.2948345551026	0	0
228	262	1.781932395518896	1	1	36762	-102.95044978813758	0	1269.6866519898654	0	0
229	263	1.7426843985005704	1	1	37633	-103.71065300184682	0	1291.245400672168	0	0
229	264	1.7322193043481724	1	1	37926	-110.97614717279703	0	1317.2907060095629	0	0
229	265	1.7286703606394602	1	1	37887	-115.62113100107467	0	1333.2437706512162	0	0
229	266	1.727447399728659	1	1	37778	-117.77773982714393	0	1339.9934616443136	0	0
229	267	1.7202671269780723	1	1	37803	-118.57258691201741	0	1340.9042955303407	0	0
229	268	1.7011152508899992	1	1	37847	-118.84598062397163	0	1339.576387407833	0	0
230	269	1.6535687086252027	1	1	38462	-117.07951590483299	0	1346.895772803391	0	0
230	270	1.625612383064486	1	1	38807	-122.18941013400604	0	1368.930988441384	0	0
230	271	1.6062651932666208	1	1	39014	-124.88732910131466	0	1382.8114757696057	0	0
230	272	1.5945246554808266	1	1	38775	-124.92875161892243	0	1388.3101783283062	0	0
230	273	1.5869301709550991	1	1	39163	-123.25442613588643	0	1388.4379994764595	0	0
230	274	1.5807496582349698	1	1	38884	-120.99574497578169	0	1386.91318315043	0	0
230	275	1.5736693229804242	1	1	38730	-119.19312997365705	0	1386.2780291008585	0	0
230	276	1.5630313613855336	1	1	39091	-118.1219103740143	0	1386.6313110463211	0	0
230	277	1.5495171684792548	1	1	38774	-117.70940263297484	0	1387.2900832293856	0	0
230	278	1.5351816107211504	1	1	38657	-117.58287664256227	0	1387.661805671063	0	0
230	279	1.5225575929413715	1	1	38745	-117.63727061434156	0	1387.7751089867384	0	0
229	280	1.5185766787630546	1	1	38638	-123.29528141534797	0	1388.5215881594536	0	0
229	281	1.5153452959992535	1	1	39412	-124.09302474125752	0	1395.9218422642812	0	0
229	282	1.5186920945805342	1	1	39039	-123.78508358211388	0	1397.2645745374066	0	0
229	283	1.5240394176090686	1	1	39285	-122.86654366209609	0	1394.012311942894	0	0
229	284	1.524970793109552	1	1	38871	-122.5147045308886	0	1391.4487977245344	0	0
229	285	1.5195063038877878	1	1	38760	-123.92962640367523	0	1396.1840528112698	0	0
229	286	1.5119601001640408	1	1	39212	-127.63787048977815	0	1411.416029079107	0	0
229	287	1.5059871519121562	1	1	39311	-133.2584351362259	0	1435.1114906772063	0	0
229	288	1.5018668698371545	1	1	39969	-139.87891164513076	0	1462.4742445352535	0	0
229	289	1.4954474262349753	1	1	40345	-145.88376792036138	0	1487.3688998283278	0	0
229	290	1.485924379244481	1	1	40351	-149.44949777402644	0	1504.882771840415	0	0
229	291	1.476278278489344	1	1	40341	-149.7627627102388	0	1512.780071906141	0	0
229	292	1.4717106634426063	1	1	40017	-147.36625565859254	0	1511.9886929918637	0	0
229	293	1.475888718302316	1	1	40160	-143.76875864173917	0	1505.726224911239	0	0
229	294	1.4872066742591148	1	1	39915	-140.40819175097113	0	1497.9101221769356	0	0
228	295	1.5055716272176158	1	1	40217	-152.75989189606003	0	1499.5503789149518	0	0
228	296	1.512944728001398	1	1	40269	-154.53416892377004	0	1512.3380358577335	0	0
228	297	1.5133154869793868	1	1	40565	-154.97555276391813	0	1521.1718566694617	0	0
228	298	1.509058966717384	1	1	40466	-154.2249174868789	0	1526.473275044312	0	0
228	299	1.5049057448866139	1	1	40491	-152.619942377587	0	1528.484367849141	0	0
228	300	1.5035840562409832	1	1	40842	-150.68863836783453	0	1527.583680324104	0	0
