Version v0.1
#Ridge Detection testing
width	height	pixel	centerx	centery	bbox_xini	bbox_yini	bbox_xend	bbox_yend
offsetx	offsety	angle	weight	confidence	intensity	slope	band_width	ridge_intensity	curvature	contrast
323	756	1.9288261917703748	1	1	35496	-102.86481615158846	0	1212.8189169762659	0	0
323	757	1.9327524579913467	1	1	35995	-108.1596176564185	0	1250.5576844549137	0	0
323	758	1.92204456040313	1	1	36305	-107.50854706509995	0	1254.1613948069692	0	0
324	759	1.8852172487650343	1	1	36310	-109.50758324350522	0	1245.1719856927646	0	0
324	760	1.8563855659684594	1	1	36263	-113.70962149583283	0	1261.18759700305	0	0
324	761	1.8332836305831988	1	1	36298	-113.34893494208632	0	1256.5835945792787	0	0
324	762	1.8205236441021153	1	1	36161	-110.07430179054927	0	1239.2306289735711	0	0
325	763	1.81538936956973	1	1	35997	-103.65558409325786	0	1225.5093973081412	0	0
325	764	1.8036546308693688	1	1	36132	-106.96743404508197	0	1243.4834054347502	0	0
325	765	1.7891367372439424	1	1	36234	-109.434233552244	0	1257.0823292737996	0	0
325	766	1.77224854927139	1	1	36736	-111.17583990942194	0	1266.2805869148024	0	0
325	767	1.7514903621242732	1	1	37090	-111.78163489452504	0	1268.76580806488	0	0
326	768	1.7136102653207517	1	1	37060	-112.19070764766639	0	1265.7879120003417	0	0
326	769	1.6964710040305944	1	1	37401	-116.50733604684865	0	1287.3678498239522	0	0
326	770	1.684633137682388	1	1	36881	-118.16890950118386	0	1300.3466549681307	0	0
326	771	1.6811363072500238	1	1	37356	-118.6481795098432	0	1308.9035477754337	0	0
326	772	1.6821945409551744	1	1	37295	-119.61963280412579	0	1317.3826651284905	0	0
326	773	1.6823932508148067	1	1	37668	-122.11026769372302	0	1328.83365435294	0	0
326	774	1.6766431877945251	1	1	37560	-125.84291951751015	0	1342.995066317289	0	0
326	775	1.6642530649335996	1	1	38022	-129.99359610442843	0	1357.6878135717038	0	0
326	776	1.6474145204775916	1	1	38195	-133.38984269351613	0	1369.3078994120553	0	0
326	777	1.6302401088398826	1	1	38348	-134.87627084824248	0	1374.4147343048758	0	0
326	778	1.6145357280557595	1	1	38174	-134.12570210356444	0	1372.4504602139777	0	0
326	779	1.6017573104382843	1	1	37868	-131.73850879762153	0	1366.2805781392137	0	0
326	780	1.593130622571634	1	1	38093	-128.94351096008768	0	1360.9861184568695	0	0
326	781	1.5896311387649276	1	1	37828	-126.6958989412417	0	1360.1928354129489	0	0
327	782	1.5822878901416102	1	1	38511	-125.00703008254004	0	1365.8254182511469	0	0
327	783	1.5806664053329254	1	1	38662	-126.90646134719395	0	1379.8175923090494	0	0
327	784	1.5765295699914845	1	1	38877	-130.0328603749997	0	1396.5831127522836	0	0
327	785	1.5658254052802814	1	1	38788	-133.62869743819738	0	1413.98312317737	0	0
327	786	1.5511951532250443	1	1	38722	-137.23127052134305	0	1430.3872532102969	0	0
327	787	1.5408281626196878	1	1	39125	-140.4766328109822	0	1443.6174959090667	0	0
326	788	1.5498682134923598	1	1	39397	-146.47206899197022	0	1451.8293120441258	0	0
326	789	1.5518172013418985	1	1	39350	-149.46995361228187	0	1460.4269892400844	0	0
326	790	1.554898393221709	1	1	39339	-149.34866482212806	0	1460.4527535749667	0	0
326	791	1.5496325269061584	1	1	38972	-147.22550315719627	0	1456.9820510919412	0	0
326	792	1.53063605318176	1	1	38856	-145.18202263605735	0	1457.3917119878647	0	0
326	793	1.502148909182104	1	1	39359	-144.89444169000512	0	1465.6392709483528	0	0
326	794	1.4761798770689554	1	1	39598	-146.5841189744092	0	1478.857142064485	0	0
326	795	1.4652107959147327	1	1	39698	-148.77442990557506	0	1489.1399547009432	0	0
326	796	1.4719755231514629	1	1	39885	-150.18047612273722	0	1491.9975699211118	0	0
326	797	1.488389680258596	1	1	39552	-150.78116951673383	0	1490.0396315543312	0	0
326	798	1.5027441400394101	1	1	39777	-151.2778402945903	0	1488.9268235079383	0	0
326	799	1.5080257236062415	1	1	39564	-151.96781680719982	0	1491.3480449189456	0	0
326	800	1.5050703013822444	1	1	39874	-152.83817971582403	0	1496.423923679763	0	0
326	801	1.4986064854617385	1	1	39770	-153.47991633588936	0	1500.894547968177	0	0
326	802	1.4941635961255806	1	1	39869	-153.49544456804165	0	1502.5582095954558	0	0
326	803	1.492774544833977	1	1	39798	-152.54787438432004	0	1501.281714394131	0	0
326	804	1.4924403994795603	1	1	39966	-150.57906380208556	0	1498.4958574839775	0	0
325	805	1.4967183294574558	1	1	40165	-153.53480443401895	0	1508.3555226643084	0	0
325	806	1.4890598081838538	1	1	40735	-154.18024910517624	0	1522.8117249370398	0	0
325	807	1.4802654880753854	1	1	40641	-153.2206980881399	0	1530.4005420994483	0	0
325	808	1.4760020761131443	1	1	40443	-150.76018044872694	0	1529.0992807230944	0	0
325	809	1.4790573146117962	1	1	40134	-147.645307902382	0	1520.1696062149397	0	0
325	810	1.4880155812416351	1	1	40327	-145.084123253313	0	1508.1993916347606	0	0
598	11
367	213	1.5837261990410514	1	1	40684	-93.13419303678438	0	1341.6192817484648	0	0
367	214	1.5620817541100216	1	1	40358	-91.07032005012275	0	1333.5073515470385	0	0
367	215	1.5465665808859093	1	1	40237	-88.67305048290018	0	1326.0463838409378	0	0
367	216	1.5438743064897933	1	1	40193	-85.51760183963643	0	1318.2752849834224	0	0
367	217	1.5557110282151876	1	1	40190	-81.78901560078816	0	1309.9028956911832	0	0
367	218	1.5768702181792476	1	1	40052	-78.14434461990982	0	1301.946263870686	0	0
367	219	1.597004276514753	1	1	40167	-75.2767525328527	0	1295.4882715484948	0	0
367	220	1.6068833485001042	1	1	40022	-73.56822802565989	0	1290.3674463445684	0	0
367	221	1.6037658624165656	1	1	39815	-73.18270414902167	0	1286.5897745565376	0	0
367	222	1.5923242158965012	1	1	40225	-73.88195683776439	0	1284.2253913441639	0	0
367	223	1.581478121792755	1	1	39959	-75.31471329588408	0	1283.4555150299113	0	0
367	224	1.5768157574546857	1	1	39979	-76.81261305119551	0	1283.136100820217	0	0
367	225	1.5762862349619624	1	1	40413	-77.80363045518334	0	1282.2588787308155	0	0
368	226	1.5780675978249068	1	1	39478	-89.97392118982407	0	1280.3069145729578	0	0
368	227	1.5798404027110544	1	1	39637	-91.14615032268875	0	1279.3319094266658	0	0
368	228	1.5837165470187982	1	1	39312	-91.63673698957678	0	1276.2267476307613	0	0
368	229	1.5890116520117425	1	1	39313	-91.64743663286913	0	1272.498082577636	0	0
368	230	1.5945859853434756	1	1	39117	-91.47446180286374	0	1271.0772895328043	0	0
368	231	1.597155260693117	1	1	38721	-91.05648275312387	0	1273.6262983760962	0	0
368	232	1.5944823047777497	1	1	38922	-90.36660720988766	0	1278.9944875356618	0	0
368	233	1.586617903880368	1	1	39062	-89.37828431621051	0	1283.833636163967	0	0
368	234	1.577835215363863	1	1	39774	-87.91271875397047	0	1284.2765233351217	0	0
368	235	1.5743858701485811	1	1	39303	-86.27328406728884	0	1279.4954571393578	0	0
368	236	1.5783773749206813	1	1	39002	-85.32162129429048	0	1272.958327032313	0	0
368	237	1.5870247143815037	1	1	38869	-85.84690618327318	0	1270.669666428093	0	0
368	238	1.596965954514266	1	1	39158	-87.93841362020976	0	1277.1362935162383	0	0
368	239	1.6053288369358172	1	1	39408	-91.08669965479726	0	1292.0325940367763	0	0
368	240	1.6108326331887437	1	1	40003	-94.5546475409692	0	1311.1049170641377	0	0
368	241	1.6161521443456486	1	1	40197	-97.40333065108052	0	1328.5917922420826	0	0
368	242	1.6230858357354663	1	1	40039	-98.77167919753924	0	1340.246992929019	0	0
368	243	1.6315025667316398	1	1	40083	-98.39365514990732	0	1344.84194700121	0	0
368	244	1.6366266954246982	1	1	39922	-96.80086268032414	0	1343.9584719204788	0	0
368	245	1.6338400820692447	1	1	40221	-95.0267813504206	0	1341.5692043189497	0	0
368	246	1.6239203130998534	1	1	40045	-94.10180644097795	0	1341.9369281197592	0	0
368	247	1.6136844430259139	1	1	40073	-94.67246763662001	0	1347.5842959487386	0	0
368	248	1.6096006991751393	1	1	40392	-96.73463256704508	0	1357.374645162863	0	0
368	249	1.6150881801257593	1	1	40604	-99.27694646390228	0	1366.7168493231602	0	0
368	250	1.627999797889578	1	1	40647	-101.07358313240911	0	1371.936152681059	0	0
368	251	1.6425181189350224	1	1	40581	-101.46389518256092	0	1371.8680113484793	0	0
368	252	1.654380038284608	1	1	40201	-100.82092769983069	0	1369.1697149763431	0	0
368	253	1.6616005073730544	1	1	39904	-99.90356093015203	0	1367.45167435923	0	0
368	254	1.665333256560172	1	1	40295	-99.2826419496264	0	1368.4977850153923	0	0
368	255	1.6657133424209736	1	1	40666	-98.86567324236194	0	1369.6131172333057	0	0
368	256	1.664810937156378	1	1	41032	-97.4962723918095	0	1364.7790655085803	0	0
369	257	1.6799629389710273	1	1	40258	-98.327401424242	0	1359.1411235673665	0	0
369	258	1.6930138892334072	1	1	39710	-97.70154321078053	0	1355.8704191560682	0	0
369	259	1.7000618355667232	1	1	39656	-96.10491710500628	0	1347.2282273592982	0	0
369	260	1.7004394482278116	1	1	39541	-94.15060986403364	0	1337.3063950764304	0	0
369	261	1.6984846955419663	1	1	39641	-92.22559369237956	0	1328.9135173761615	0	0
369	262	1.7003945913785286	1	1	39842	-90.68994253854999	0	1323.5307953824968	0	0
369	263	1.7080896018373222	1	1	40258	-89.73075415759013	0	1320.8384022438308	0	0
369	264	1.7154376072137114	1	1	40221	-89.13411747889836	0	1318.1785063185987	0	0
370	265	1.7098542161925596	1	1	39507	-91.64689046334183	0	1313.113054253537	0	0
370	266	1.7051715863559747	1	1	39621	-95.28851025978997	0	1328.7069720754812	0	0
370	267	1.6996998007509894	1	1	39795	-97.03693384664984	0	1338.1086391426861	0	0
370	268	1.6983055150377724	1	1	39932	-96.58012092066679	0	1341.1578281672744	0	0
370	269	1.7023795116873863	1	1	40111	-94.9540622159409	0	1340.6065630761332	0	0
370	270	1.7123279343174105	1	1	40179	-93.5571267772873	0	1339.6549213406731	0	0
370	271	1.7232093722761748	1	1	40003	-92.70503679848753	0	1338.119031893078	0	0
371	272	1.7185437547180065	1	1	39358	-103.19004121456783	0	1338.2888260599893	0	0
371	273	1.7178630141440916	1	1	39597	-108.22001878490187	0	1358.84044310716	0	0
371	274	1.7071398568662761	1	1	40076	-110.75257169669476	0	1368.160316041946	0	0
371	275	1.6881005951844672	1	1	40234	-110.0481825362233	0	1365.0975075727956	0	0
371	276	1.66965873162978	1	1	39708	-106.85256363037774	0	1353.1011073778827	0	0
371	277	1.6590391524934973	1	1	39452	-102.90941705198838	0	1338.3504134253785	0	0
371	278	1.6570514168939148	1	1	39142	-99.68366724777206	0	1326.92119660769	0	0
371	279	1.6589704872395643	1	1	39087	-97.68866756635248	0	1321.8816412468489	0	0
371	280	1.6607206504902805	1	1	39438	-96.77563673383952	0	1322.3991394771476	0	0
371	281	1.661181141314733	1	1	39572	-96.08626801151127	0	1324.6744669776704	0	0
372	282	1.6522587005870206	1	1	38879	-108.6444123053177	0	1331.450641939962	0	0
372	283	1.6593905671473588	1	1	38999	-110.35686677754916	0	1345.001916593287	0	0
372	284	1.6645514250705569	1	1	39065	-110.95707833727602	0	1352.514779179854	0	0
372	285	1.6621010963824028	1	1	39342	-110.31847068558	0	1353.9319454870283	0	0
372	286	1.650194208184437	1	1	39040	-108.89423026723534	0	1352.2333167902887	0	0
372	287	1.632216005202589	1	1	39077	-107.41568743412131	0	1352.1537607622033	0	0
372	288	1.6138220300195396	1	1	39410	-106.25758138617834	0	1356.7125372729806	0	0
372	289	1.6010368230778451	1	1	39531	-105.53249182303239	0	1365.3964141625563	0	0
372	290	1.5953266116273066	1	1	39690	-104.81685582468413	0	1374.232380238457	0	0
372	291	1.5970995109523827	1	1	39863	-103.76102819086736	0	1380.2408118975072	0	0
372	292	1.6046213637290823	1	1	40118	-102.55885730439172	0	1382.6089122066267	0	0
372	293	1.6127467491078913	1	1	40105	-101.69891330444125	0	1382.5419834180525	0	0
372	294	1.615853915635377	1	1	40187	-101.45003745229155	0	1381.507307162718	0	0
372	295	1.6119294729368974	1	1	39849	-101.9806625263559	0	1381.2329879375882	0	0
372	296	1.6037684437363042	1	1	40141	-103.37835749856845	0	1383.7366341263264	0	0
372	297	1.5945844690078868	1	1	39788	-105.56268926527855	0	1390.0031634830452	0	0
372	298	1.5864647318822471	1	1	40243	-108.49241551095406	0	1399.784914645029	0	0
372	299	1.578498731181793	1	1	40291	-112.0136351139056	0	1411.414196363028	0	0
372	300	1.5701813763012973	1	1	40566	-115.3658025724269	0	1421.9788765513397	0	0
372	301	1.562281939582715	1	1	40528	-117.67606269045405	0	1428.9333596160884	0	0
372	302	1.558341894868354	1	1	40427	-118.3902796184093	0	1431.0086976643963	0	0
372	303	1.5606079218418327	1	1	40050	-117.91666012442397	0	1430.484149319641	0	0
372	304	1.5669519320115135	1	1	40252	-116.92395936522644	0	1430.412701069692	0	0
372	305	1.5743936190268162	1	1	40445	-115.96222784939641	0	1433.2196243056667	0	0
372	306	1.5781840097663926	1	1	40557	-115.03945305096636	0	1438.6882326918594	0	0
372	307	1.5759803528857432	1	1	40411	-114.32792101068594	0	1445.851599167522	0	0
372	308	1.5675630298084187	1	1	40584	-113.97361682050177	0	1453.5079418505582	0	0
372	309	1.5561024035520117	1	1	40635	-114.02634918482795	0	1459.8759833410893	0	0
372	310	1.5460213136412873	1	1	40894	-114.35832488265146	0	1462.837731760509	0	0
372	311	1.540536509512479	1	1	40919	-114.81085319437375	0	1461.275174312109	0	0
372	312	1.5394306753644755	1	1	40990	-115.63511840309343	0	1457.4082623341958	0	0
372	313	1.5401433922874022	1	1	40364	-117.4182984817362	0	1456.1918180190564	0	0
372	314	1.5407043353231535	1	1	40322	-120.13991398070993	0	1460.510196663452	0	0
372	315	1.5400952312889113	1	1	40919	-123.38334521656361	0	1469.7068430773425	0	0
372	316	1.538610878262926	1	1	40798	-126.04929631270193	0	1478.6360514213413	0	0
372	317	1.5389741366310588	1	1	41155	-126.74810339560577	0	1481.4893586863711	0	0
372	318	1.5441304765451986	1	1	41092	-124.80005823813417	0	1475.4649285917299	0	0
372	319	1.5534778296636556	1	1	40552	-121.08811558081766	0	1463.0298935056735	0	0
372	320	1.5644681299487324	1	1	40537	-117.42127417120105	0	1450.2255972901914	0	0
372	321	1.5729769501541047	1	1	40556	-115.16376561758943	0	1442.283094340674	0	0
372	322	1.5742967096761384	1	1	40525	-115.04455832434769	0	1441.3186547384153	0	0
372	323	1.5688483123577868	1	1	40531	-116.79278744643966	0	1445.3717364511103	0	0
372	324	1.559972901396408	1	1	40771	-119.64972155034002	0	1451.56436999338	0	0
372	325	1.5521021153548693	1	1	40707	-122.94748487652146	0	1458.0027707310194	0	0
372	326	1.5476809705741352	1	1	40822	-126.34717137082885	0	1464.1500217392422	0	0
372	327	1.5468413341141656	1	1	41018	-129.75774025075293	0	1470.7599779732002	0	0
372	328	1.5497027294953543	1	1	40568	-132.66685850838803	0	1477.5968349997793	0	0
372	329	1.554251523966076	1	1	40814	-134.0841843323701	0	1482.85282805345	0	0
372	330	1.5580463657742467	1	1	40837	-133.08225431653818	0	1483.8586571255487	0	0
372	331	1.5609314235610376	1	1	41080	-129.57953129611064	0	1479.1446621687753	0	0
372	332	1.5638313951981815	1	1	40819	-124.78069316120536	0	1469.9647748896966	0	0
372	333	1.5685736662957912	1	1	40309	-120.01327557719992	0	1458.5043682546434	0	0
372	334	1.578218151371708	1	1	40557	-116.31092089315598	0	1447.0571090603162	0	0
372	335	1.5922855193643255	1	1	40485	-113.95066774921634	0	1436.6603920419261	0	0
372	336	1.6075249893466805	1	1	40213	-112.86951128440046	0	1427.8221861140598	0	0
372	337	1.6173469525877158	1	1	40156	-112.95876171384111	0	1421.64006452324	0	0
372	338	1.617087642446376	1	1	39710	-114.16787981887751	0	1419.6741639132708	0	0
372	339	1.606496317411172	1	1	40216	-116.48586713240957	0	1423.3096744631434	0	0
372	340	1.589784261679991	1	1	40571	-119.64294705448128	0	1432.322646533878	0	0
372	341	1.576456216742291	1	1	40392	-122.95830376115805	0	1443.7282821159843	0	0
372	342	1.5741668644397921	1	1	40693	-125.45493636934475	0	1452.8043085292209	0	0
372	343	1.5813801189216956	1	1	40723	-126.39479406573446	0	1456.5398840549065	0	0
372	344	1.5914992195041324	1	1	40352	-125.55198720058797	0	1454.1849988184185	0	0
372	345	1.5992738180123047	1	1	40613	-123.18754739861834	0	1446.907559332953	0	0
372	346	1.6028938717197299	1	1	40459	-120.14487744583471	0	1437.3817177734118	0	0
372	347	1.603790592813705	1	1	40348	-117.29212069830987	0	1428.7953378349646	0	0
372	348	1.602102404110013	1	1	40357	-115.29565450387736	0	1422.8542989491903	0	0
372	349	1.5956289782376425	1	1	40445	-114.29405354472783	0	1419.4172089874123	0	0
372	350	1.5829750969411462	1	1	40596	-113.9777423919254	0	1416.9399280757493	0	0
372	351	1.5674006747675941	1	1	40352	-113.8781539512072	0	1414.0974165957552	0	0
372	352	1.5585319567397864	1	1	40385	-113.63679804695403	0	1410.8461940219909	0	0
372	353	1.5611942626315511	1	1	40140	-113.22087309738117	0	1408.6320908126054	0	0
372	354	1.5711631732950264	1	1	40136	-112.76719070607783	0	1409.7780563141034	0	0
372	355	1.5802818304128103	1	1	39939	-112.48733852516489	0	1415.2267904214523	0	0
372	356	1.5828577653109148	1	1	40285	-112.32930323823552	0	1422.7563272794534	0	0
372	357	1.5788455608406726	1	1	40512	-112.20736884035864	0	1429.4603718340825	0	0
372	358	1.574736097148373	1	1	40471	-112.09544387224037	0	1433.6055199084549	0	0
372	359	1.5778231288309779	1	1	40685	-112.18344467825864	0	1435.3355647709516	0	0
372	360	1.5894949562706775	1	1	40669	-112.68084335947947	0	1435.6532737121033	0	0
372	361	1.6033076215756366	1	1	40843	-113.29554131562395	0	1434.387505692548	0	0
372	362	1.611739048594201	1	1	41036	-113.15381459189189	0	1429.8156211975454	0	0
372	363	1.6112984905743366	1	1	40413	-111.4841292357994	0	1420.4695370579395	0	0
372	364	1.603715825929036	1	1	40321	-108.48478330046123	0	1407.6745507086366	0	0
372	365	1.5935068333582505	1	1	40355	-105.28383994267551	0	1395.171746907462	0	0
372	366	1.5858235738333146	1	1	40339	-103.1791339611118	0	1386.7357745824115	0	0
372	367	1.5821894131310719	1	1	40613	-102.86617520223899	0	1383.9691973828385	0	0
372	368	1.5799401337206511	1	1	40460	-104.18704073802837	0	1385.8876529982008	0	0
372	369	1.5744484878929452	1	1	40383	-106.10556830013684	0	1389.6100534315697	0	0
372	370	1.5643802855200661	1	1	40441	-107.44270933553094	0	1392.37229909761	0	0
372	371	1.5520449290547087	1	1	40510	-107.73904339808655	0	1393.2277345633677	0	0
372	372	1.542209028985961	1	1	40327	-107.30124151978316	0	1393.1678011796591	0	0
372	373	1.5392798932738514	1	1	40311	-106.58404822207604	0	1393.2523537810875	0	0
372	374	1.5416082755108562	1	1	40174	-106.00108148917866	0	1394.4661190532368	0	0
372	375	1.5456582941176327	1	1	40550	-105.780214730132	0	1396.7282049184698	0	0
372	376	1.546234821509949	1	1	40577	-105.75811305742741	0	1398.4196326558742	0	0
372	377	1.539214152988946	1	1	40834	-105.52423028009275	0	1397.4661038344395	0	0
372	378	1.5254125213460776	1	1	40545	-104.48229795617885	0	1392.6442439051802	0	0
372	379	1.5080758303497224	1	1	40031	-102.31801500271877	0	1384.5897409343856	0	0
372	380	1.4924587286424404	1	1	39885	-99.25670651343603	0	1375.0804639933567	0	0
372	381	1.4819650535501343	1	1	40039	-96.05503229380906	0	1366.137150889958	0	0
372	382	1.4772081008220415	1	1	39636	-94.13702693342498	0	1360.5194203422784	0	0
372	383	1.4760359583318508	1	1	39374	-94.58909801621485	0	1360.4387360557332	0	0
372	384	1.475054519722215	1	1	39531	-97.84073275595665	0	1367.042384514083	0	0
372	385	1.4715582138039196	1	1	39615	-103.12891971372869	0	1378.5728685013512	0	0
372	386	1.4654699038360741	1	1	39887	-109.01479679553313	0	1390.6027934204653	0	0
372	387	1.4574066662540306	1	1	39853	-114.03837911420032	0	1398.817623548624	0	0
371	388	1.4566913292804715	1	1	40703	-102.7335144595022	0	1401.8806842085514	0	0
371	389	1.445372924200164	1	1	40611	-106.77511572949129	0	1415.1563624207943	0	0
371	390	1.4369535372239415	1	1	40620	-107.75893062694081	0	1417.6714606646417	0	0
371	391	1.4329006831257727	1	1	40608	-105.8563022535343	0	1408.5234423165205	0	0
371	392	1.432393539655646	1	1	40111	-101.84678634004763	0	1389.092990234182	0	0
371	393	1.4338149042666959	1	1	39919	-97.29514837413103	0	1364.2233147119637	0	0
371	394	1.4338157804783636	1	1	39677	-94.12342228171951	0	1342.118740003211	0	0
371	395	1.4325434623580027	1	1	39062	-93.08765891283178	0	1328.8563691120314	0	0
370	396	1.4482174122855838	1	1	40453	-86.48413809519252	0	1343.4622237270514	0	0
370	397	1.456064922715605	1	1	40967	-91.60062471125957	0	1367.0569906872392	0	0
370	398	1.4567668706269647	1	1	40877	-97.06512285704252	0	1388.4898888515436	0	0
370	399	1.4527523662081276	1	1	40978	-101.62474955524658	0	1401.3322885336747	0	0
370	400	1.4497492567704207	1	1	41173	-104.51157619959486	0	1402.1760009249342	0	0
370	401	1.4531284854653703	1	1	40654	-105.95792241725826	0	1392.602722694026	0	0
370	402	1.4620072796777999	1	1	40145	-106.7616054934042	0	1378.992268384828	0	0
370	403	1.4716205736122963	1	1	39787	-107.34375770639622	0	1368.563648191476	0	0
370	404	1.4765423831021693	1	1	39759	-107.54366613023831	0	1364.3124690782204	0	0
369	405	1.4812828352506122	1	1	40743	-97.13572594960192	0	1363.0086162015057	0	0
369	406	1.4661101773140879	1	1	41025	-98.17438949068173	0	1377.5298500835129	0	0
369	407	1.4481317374882379	1	1	41151	-97.79348265047838	0	1385.9215307888753	0	0
369	408	1.4399720838031336	1	1	41214	-96.65379983793468	0	1386.6487570684246	0	0
369	409	1.4449433986440783	1	1	40746	-95.80658613765945	0	1382.0522912015283	0	0
369	410	1.4561616423095156	1	1	40441	-95.9434114566568	0	1377.026776085643	0	0
369	411	1.467367107569915	1	1	40569	-97.13026664790982	0	1374.4621345058506	0	0
369	412	1.478010823197752	1	1	40584	-98.8306014458501	0	1373.3391023637575	0	0
369	413	1.4890279315215849	1	1	40848	-100.28261159325166	0	1371.028648329931	0	0
369	414	1.5000033312797012	1	1	40774	-100.97654955286339	0	1365.926037847924	0	0
369	415	1.5068949549313728	1	1	40573	-100.73846726739544	0	1358.1041397227568	0	0
368	416	1.5048466952795612	1	1	41045	-92.63324146118657	0	1359.5396513884712	0	0
368	417	1.5011912839275177	1	1	40907	-93.532098115807	0	1363.1066805506275	0	0
368	418	1.4966470716737192	1	1	41201	-93.3143403608317	0	1364.9217605092347	0	0
368	419	1.4973199763068827	1	1	41284	-91.58029215948136	0	1362.0466797233646	0	0
368	420	1.5081210372362357	1	1	41355	-88.60231018728427	0	1353.1735215854005	0	0
368	421	1.5263131002192811	1	1	40902	-85.33181357368676	0	1340.9730962950243	0	0
368	422	1.5421780015678295	1	1	40731	-82.75825978346029	0	1329.9680122033283	0	0
368	423	1.547047368324916	1	1	40392	-81.33177170340059	0	1323.2558021412578	0	0
368	424	1.537919669598935	1	1	40548	-81.16901917351333	0	1321.8932279029673	0	0
368	425	1.5214699749681535	1	1	40926	-82.2630548634454	0	1325.2625028884593	0	0
368	426	1.508671937490677	1	1	40885	-84.2973613625079	0	1331.2064401861123	0	0
368	427	1.5062910433147203	1	1	40812	-86.63800931209812	0	1337.2334591254948	0	0
368	428	1.5142479677935112	1	1	40639	-88.87126838994823	0	1342.401689421046	0	0
368	429	1.5268619083161317	1	1	40998	-90.94386856531219	0	1347.2152596643987	0	0
368	430	1.5384195860732863	1	1	40655	-92.88835261919462	0	1352.0456373200843	0	0
368	431	1.5473784825047432	1	1	40760	-94.60090522474752	0	1356.5259059514672	0	0
368	432	1.553726521706233	1	1	40792	-95.94947121573091	0	1359.7688404572377	0	0
368	433	1.5583405976546778	1	1	40959	-96.4588012989891	0	1359.881734003231	0	0
368	434	1.5595862314684776	1	1	41119	-95.552096974503	0	1355.0230263437606	0	0
368	435	1.5560455534800355	1	1	40846	-93.1052030430385	0	1344.6879799067656	0	0
368	436	1.550590129481267	1	1	40585	-89.89766567616198	0	1331.9989641022426	0	0
368	437	1.5476577750790355	1	1	40467	-87.09483411976998	0	1322.5554096714595	0	0
368	438	1.5508796470299746	1	1	40048	-85.54821696873705	0	1321.119579297288	0	0
368	439	1.5590719559776296	1	1	40765	-85.53012817645731	0	1328.1985343372612	0	0
368	440	1.5682584892588043	1	1	41032	-86.50403935646568	0	1338.9583034111836	0	0
368	441	1.572541513292965	1	1	41230	-87.04076750749982	0	1345.7572956666945	0	0
368	442	1.5702483433316465	1	1	41157	-86.01137935626684	0	1343.9365315181803	0	0
368	443	1.5638631159063943	1	1	41040	-83.7534287457986	0	1335.0402047588834	0	0
368	444	1.5584321507530714	1	1	40436	-81.68367619805758	0	1325.4933565882602	0	0
368	445	1.554406355555688	1	1	40630	-81.08718296738152	0	1321.802422876633	0	0
368	446	1.5530080076965627	1	1	40896	-82.592688921932	0	1326.850093544373	0	0
368	447	1.5553182950480127	1	1	40910	-85.9477811053755	0	1338.3394546589054	0	0
368	448	1.5624097981489466	1	1	41470	-89.91623010592434	0	1351.3919894340852	0	0
368	449	1.5752289333371317	1	1	41122	-93.15915533918792	0	1362.1385772516298	0	0
368	450	1.5901243423041123	1	1	40883	-95.31440919814645	0	1370.234651970233	0	0
368	451	1.6033769473551047	1	1	41107	-97.11936367555882	0	1378.3191829250723	0	0
368	452	1.6089339270858665	1	1	41039	-99.62054294510835	0	1389.2594251088613	0	0
368	453	1.6029871814463124	1	1	41169	-103.2980732806559	0	1403.8404004494337	0	0
368	454	1.5857818655653573	1	1	41700	-107.72622878167294	0	1420.1264577453398	0	0
368	455	1.5626016400435878	1	1	41919	-111.61159350300477	0	1434.1544933692235	0	0
368	456	1.543033246956263	1	1	42285	-112.99311653127211	0	1440.2280711789047	0	0
368	457	1.537790572826896	1	1	41924	-110.68887895928492	0	1434.451915979419	0	0
368	458	1.5475141338555758	1	1	41537	-105.59791206914838	0	1418.7481292716684	0	0
368	459	1.5658643862972412	1	1	41275	-100.1233844791102	0	1400.0588932535272	0	0
368	460	1.5841442006550013	1	1	41228	-96.53226403660028	0	1385.8737611850042	0	0
368	461	1.5964634040947903	1	1	40978	-95.40169887752677	0	1379.114978302598	0	0
368	462	1.6002737079710363	1	1	41054	-96.0965713023204	0	1378.469338645799	0	0
368	463	1.5957383605960789	1	1	41312	-97.55657115644794	0	1380.8524374395347	0	0
368	464	1.5858479760464343	1	1	41062	-99.05034847147635	0	1384.0909145163146	0	0
368	465	1.5751985541255416	1	1	41255	-100.8794393232356	0	1388.9328502899316	0	0
368	466	1.5680059161628885	1	1	41204	-103.2923304499891	0	1396.0877345321005	0	0
368	467	1.566463377005523	1	1	41394	-106.36249091672244	0	1405.5144095854048	0	0
368	468	1.5687009092535946	1	1	41463	-109.38225114206352	0	1415.2357237569472	0	0
368	469	1.5707980518084144	1	1	41338	-111.57627447249956	0	1423.0603862314008	0	0
368	470	1.5699344983560837	1	1	41602	-112.89434975670224	0	1428.2761639327364	0	0
368	471	1.5662836000959557	1	1	41405	-113.6944003732217	0	1430.8646688439824	0	0
368	472	1.5660610785836553	1	1	41606	-114.48613557752606	0	1431.455350702211	0	0
368	473	1.571983007516303	1	1	41873	-115.1157966721621	0	1430.2165537532223	0	0
368	474	1.580993744999943	1	1	41534	-115.36112494749977	0	1428.3396162525144	0	0
368	475	1.5856479362616385	1	1	41328	-115.32996966082055	0	1427.6350381958005	0	0
